wave,refl,refl_err
0.8289,1.1602,0.077
0.8533,1.265,0.0849
0.8776,1.1611,0.0267
0.9021,1.0718,0.0991
0.9265,1.108,0.0283
0.951,1.1221,0.0303
0.9755,1.2372,0.0437
1.0001,1.1795,0.0226
1.0247,1.1083,0.0499
1.0493,1.1639,0.0596
1.074,1.187,0.0856
1.0987,1.0698,0.1211
1.1234,1.2518,0.0954
1.1482,1.1811,0.0751
1.173,1.1544,0.1272
1.1978,1.1235,0.0781
1.2227,1.0903,0.0445
1.2476,,
1.2726,1.196,0.0307
1.2976,1.0253,0.0811
1.3226,1.1266,0.0804
1.3476,,
1.3727,,
1.3978,,
1.423,,
1.4482,,
1.4734,1.2827,0.0753
1.4987,1.1533,0.108
1.524,1.1945,0.1394
1.549,1.2077,0.1068
1.5747,1.3245,0.0293
1.6001,1.1407,0.0992
1.491,1.255,0.027
1.552,1.2181,0.0283
1.615,1.2762,0.0556
1.675,1.2886,0.0505
1.735,1.2181,0.0242
1.795,1.1863,0.0987
1.853,1.2269,0.0126
1.913,,0.0154
1.97,,0.0184
2.028,1.2687,0.0178
2.084,1.2392,0.0112
2.14,1.2757,0.0304
2.196,1.2155,0.0499
2.252,1.3107,0.041
2.306,1.3024,0.0575
2.361,1.2208,0.0899
2.414,,
2.466,1.166,0.0433
2.519,,
2.57,,
