wave,refl,refl_err
0.8289,,
0.8533,,
0.8776,0.9903,
0.9021,0.9844,
0.9265,1.0102,
0.951,1.0001,
0.9755,1.033,
1.0001,1.0018,
1.0247,1.013,
1.0493,1.0086,
1.074,1.0154,
1.0987,1.0272,
1.1234,1.0246,
1.1482,1.0071,
1.173,1.016,
1.1978,1.0289,
1.2227,1.0487,
1.2476,1.0678,
1.2726,1.0566,
1.2976,1.058,
1.3226,1.0515,
1.3476,1.0375,
1.3727,,
1.3978,,
1.423,1.0815,
1.4482,1.0672,
1.4734,1.0391,
1.4987,1.0418,
1.524,1.0532,
1.549,1.0643,
1.5747,1.0409,
1.6001,1.0598,
1.491,1.0523,
1.552,1.0535,
1.615,1.0705,
1.675,1.0413,
1.735,1.0528,
1.795,1.0396,
1.853,,
1.913,,
1.97,1.0396,
2.028,1.0674,
2.084,1.0633,
2.14,1.0848,
2.196,1.0543,
2.252,1.0532,
2.306,1.0648,
2.361,1.0698,
2.414,1.0656,
2.466,1.0472,
2.519,1.036,
2.57,1.047,
