wave,refl,refl_err
0.8289,1.082,0.0156
0.8533,1.0471,0.0321
0.8776,1.0907,0.0156
0.9021,1.0389,0.008
0.9265,0.9811,0.0448
0.951,1.0249,0.0152
0.9755,0.9964,0.0176
1.0001,1.0668,0.0233
1.0247,1.0108,0.025
1.0493,1.0435,0.0195
1.074,1.0685,0.0213
1.0987,1.0669,0.0102
1.1234,1.0706,0.0202
1.1482,1.0177,0.0347
1.173,1.0307,0.0124
1.1978,1.0169,0.033
1.2227,1.0153,0.0304
1.2476,0.9917,0.013
1.2726,,0.0598
1.2976,1.0349,0.0155
1.3226,1.0436,0.0173
1.3476,1.0198,0.0401
1.3727,0.9783,0.0953
1.3978,0.9939,0.0374
1.423,,0.0215
1.4482,0.998,0.0329
1.4734,1.0547,0.0131
1.4987,1.0607,0.0281
1.524,1.0613,0.012
1.549,1.0708,0.0143
1.5747,1.0986,0.0169
1.6001,1.1335,0.0247
1.491,1.0782,0.0071
1.552,1.0723,0.0092
1.615,1.1046,0.0148
1.675,1.1333,0.0151
1.735,1.1223,0.0171
1.795,1.1043,0.0123
1.853,,
1.913,,
1.97,1.1467,0.013
2.028,1.1828,0.01
2.084,1.163,0.0178
2.14,1.1705,0.022
2.196,1.1936,0.0237
2.252,1.2242,0.0322
2.306,1.2119,0.0339
2.361,1.2596,0.0414
2.414,1.2267,0.0177
2.466,1.2239,0.0187
2.519,,
2.57,,
