wave,refl,refl_err
0.8289,1.1878,0.0209
0.8533,1.1637,0.0286
0.8776,1.1513,0.0273
0.9021,1.1006,0.017
0.9265,1.0982,0.0146
0.951,1.0959,0.0124
0.9755,1.1331,0.0172
1.0001,1.1418,0.008
1.0247,1.1937,0.0115
1.0493,1.2086,0.0071
1.074,1.2228,0.0065
1.0987,1.2763,0.0174
1.1234,1.2714,0.0149
1.1482,1.2921,0.0157
1.173,1.3123,0.0145
1.1978,1.3076,0.021
1.2227,1.3514,0.0218
1.2476,1.3228,0.0112
1.2726,1.3309,0.0111
1.2976,1.3566,0.0162
1.3226,1.3443,0.0143
1.3476,1.3592,0.0164
1.3727,1.3445,0.0117
1.3978,1.3904,0.0103
1.423,1.4,0.0115
1.4482,1.3933,0.0154
1.4734,1.3996,0.0094
1.4987,1.379,0.0109
1.524,1.3998,0.0075
1.549,1.4052,0.0145
1.5747,1.409,0.0091
1.6001,1.4057,0.0153
1.491,1.4053,0.0077
1.552,1.4048,0.0076
1.615,1.3756,0.0014
1.675,1.3657,0.0066
1.735,1.3544,0.0095
1.795,1.3123,0.0202
1.853,1.3033,0.0186
1.913,1.3257,0.0004
1.97,1.3096,0.0015
2.028,1.3403,0.0258
2.084,1.3657,0.0004
2.14,1.371,0.0036
2.196,1.3839,0.0003
2.252,1.4019,0.0178
2.306,1.4133,0.0263
2.361,1.4096,0.0119
2.414,1.4284,0.0161
2.466,1.4132,0.0281
2.519,,
2.57,,
