wave,refl,refl_err
0.8289,1.0022,0.0007
0.8533,1.005,0.0017
0.8776,0.999,0.0001
0.9021,0.9932,0.0006
0.9265,0.989,0.0012
0.951,0.9831,0.0007
0.9755,0.978,0.0016
1.0001,0.9774,0.0003
1.0247,0.9757,0.004
1.0493,0.9695,0.0025
1.074,0.9681,0.0018
1.0987,0.966,0.0012
1.1234,0.9636,0.0012
1.1482,0.9586,0.0029
1.173,0.9557,0.001
1.1978,0.9601,0.0007
1.2227,0.956,0.0005
1.2476,0.9564,0.0003
1.2726,0.9574,0.0002
1.2976,0.9554,0.0014
1.3226,0.9573,0.0004
1.3476,0.9551,0.0001
1.3727,0.9568,0.0011
1.3978,,
1.423,,
1.4482,0.9619,0.0022
1.4734,0.9649,0.0032
1.4987,0.9675,0.0011
1.524,0.9727,0.0018
1.549,0.9719,0.0005
1.5747,0.9715,0.0012
1.6001,0.9725,0.0003
1.491,0.9697,
1.552,0.9688,
1.615,0.9742,
1.675,0.9829,
1.735,0.9839,
1.795,0.9841,
1.853,0.9813,
1.913,0.9868,
1.97,0.9987,
2.028,1.0004,
2.084,1.0014,
2.14,1.0029,
2.196,1.0035,
2.252,1.0095,
2.306,1.0092,
2.361,1.0118,
2.414,1.0173,
2.466,1.0185,
2.519,1.0231,
2.57,1.0219,
