wave,refl,refl_err
0.8289,1.2011,0.0052
0.8533,1.213,0.0037
0.8776,1.1866,0.0043
0.9021,1.2051,0.0047
0.9265,1.2161,0.0051
0.951,1.2329,0.0041
0.9755,1.259,0.0051
1.0001,1.2736,0.0047
1.0247,1.2818,0.0057
1.0493,1.2998,0.004
1.074,1.2991,0.0035
1.0987,1.3298,0.0024
1.1234,1.3368,0.0037
1.1482,1.3444,0.0023
1.173,1.3367,0.0023
1.1978,1.3549,0.0026
1.2227,1.3542,0.003
1.2476,1.3599,0.0014
1.2726,1.3537,0.0042
1.2976,1.3458,0.0045
1.3226,1.3591,0.0038
1.3476,1.3723,0.0005
1.3727,1.3796,0.0025
1.3978,1.4082,0.0044
1.423,1.3969,0.0016
1.4482,1.3998,0.0055
1.4734,1.3984,0.0021
1.4987,1.3873,0.0015
1.524,1.388,0.0018
1.549,1.3906,0.0023
1.5747,1.3833,0.0012
1.6001,1.39,0.002
1.491,1.3956,0.0131
1.552,1.3797,0.0116
1.615,1.3744,0.0106
1.675,1.3665,0.0071
1.735,1.3535,0.0062
1.795,1.3397,0.0058
1.853,1.3417,0.0113
1.913,1.3444,0.0136
1.97,1.3322,0.0101
2.028,1.3309,0.0088
2.084,1.3372,0.0072
2.14,1.3376,0.0047
2.196,1.3403,0.0035
2.252,1.3341,0.0034
2.306,1.3274,0.0014
2.361,1.3273,0.0023
2.414,1.3342,0.0059
2.466,1.3353,0.0048
2.519,1.3384,0.0036
2.57,1.3318,0.0082
