wave,refl,refl_err
0.8289,1.0908,0.0489
0.8533,1.0965,0.0748
0.8776,1.1312,0.0103
0.9021,1.1463,0.0377
0.9265,1.1256,0.0264
0.951,1.0978,0.0579
0.9755,1.0744,0.057
1.0001,1.099,0.0359
1.0247,1.1274,0.0341
1.0493,1.1201,0.0168
1.074,1.1418,0.0186
1.0987,1.1344,0.0141
1.1234,1.1113,0.0404
1.1482,1.1689,0.0322
1.173,1.1568,0.0117
1.1978,1.1437,0.0335
1.2227,1.1003,0.0227
1.2476,1.2046,0.0142
1.2726,1.1393,0.0061
1.2976,1.1306,0.039
1.3226,1.0937,0.0621
1.3476,1.1293,0.0386
1.3727,1.1659,0.0694
1.3978,1.1633,0.0391
1.423,1.1377,0.0801
1.4482,1.1646,0.0505
1.4734,1.2044,0.02
1.4987,1.1067,0.0273
1.524,1.1958,0.0287
1.549,1.1801,0.0161
1.5747,1.2409,0.0132
1.6001,1.2087,0.0419
1.491,1.1692,0.0461
1.552,1.1778,0.0195
1.615,1.2122,0.0362
1.675,1.208,0.0332
1.735,1.2446,0.0234
1.795,1.2358,0.0141
1.853,1.2627,0.0065
1.913,1.2496,0.0686
1.97,1.2593,0.0099
2.028,1.2812,0.0033
2.084,1.2775,0.0052
2.14,1.2917,0.0058
2.196,1.311,0.0124
2.252,1.2856,0.0494
2.306,1.3284,0.0295
2.361,1.3042,0.0331
2.414,1.2705,0.0073
2.466,1.3041,0.0546
2.519,,
2.57,,
