wave,refl,refl_err
0.8289,1.1723,0.0107
0.8533,1.214,0.0253
0.8776,1.1393,0.0184
0.9021,1.1535,0.0203
0.9265,1.1159,0.0195
0.951,1.117,0.022
0.9755,1.0831,0.0132
1.0001,1.0972,0.0238
1.0247,1.0743,0.0194
1.0493,1.0541,0.0139
1.074,1.06,0.0153
1.0987,1.0654,0.0449
1.1234,1.0908,0.0243
1.1482,1.1009,0.0312
1.173,1.0647,0.0307
1.1978,1.1053,0.0297
1.2227,,0.0382
1.2476,1.086,0.0136
1.2726,1.1062,0.0295
1.2976,1.1189,0.0277
1.3226,1.1435,0.0238
1.3476,1.0513,0.0474
1.3727,1.1078,0.0629
1.3978,1.1175,0.0533
1.423,1.0582,0.0127
1.4482,1.1101,0.06
1.4734,1.1583,0.0662
1.4987,1.0657,0.0169
1.524,1.1245,0.0642
1.549,1.0884,0.015
1.5747,1.1205,0.032
1.6001,1.108,0.07
1.491,1.1123,0.0133
1.552,1.1455,0.0237
1.615,1.1632,0.0267
1.675,1.1285,0.0178
1.735,1.1058,0.0071
1.795,1.139,0.016
1.853,1.15,0.0263
1.913,1.1125,0.0146
1.97,1.1306,0.021
2.028,1.1065,0.0289
2.084,1.1587,0.0158
2.14,1.1626,0.013
2.196,1.108,0.0194
2.252,1.1294,0.0005
2.306,1.1878,0.0284
2.361,1.1191,0.0412
2.414,1.0629,0.0343
2.466,1.0975,0.0146
2.519,,
2.57,,
