wave,refl,refl_err
0.8289,1.0484,0.021
0.8533,1.035,0.0272
0.8776,1.0242,0.0353
0.9021,1.0241,0.0257
0.9265,1.0209,0.0265
0.951,1.0395,0.0243
0.9755,1.0333,0.0421
1.0001,1.0756,0.0249
1.0247,1.0925,0.0233
1.0493,1.1072,0.0202
1.074,1.1121,0.027
1.0987,1.1288,0.026
1.1234,1.1392,0.023
1.1482,1.1516,0.0278
1.173,1.1449,0.0344
1.1978,1.1479,0.0237
1.2227,1.1366,0.0019
1.2476,1.1361,0.004
1.2726,1.1462,0.0065
1.2976,1.152,0.0057
1.3226,1.1741,0.0059
1.3476,1.1857,0.0028
1.3727,1.2148,0.0072
1.3978,1.2418,0.0153
1.423,1.2377,0.0009
1.4482,1.2249,0.0018
1.4734,1.2236,0.0087
1.4987,1.225,0.0018
1.524,1.2273,0.0037
1.549,1.2245,0.0087
1.5747,1.2141,0.005
1.6001,1.213,0.0045
1.491,1.2247,0.007
1.552,1.2093,0.008
1.615,1.2316,0.0011
1.675,1.2304,0.0149
1.735,1.2116,0.0274
1.795,1.1896,0.0137
1.853,1.1854,0.027
1.913,1.2005,0.0209
1.97,1.1945,0.0133
2.028,1.2068,0.0286
2.084,1.2224,0.017
2.14,1.2167,0.0203
2.196,1.2045,0.0195
2.252,1.2063,0.0194
2.306,1.2104,0.0008
2.361,1.2165,0.0031
2.414,1.2039,0.0108
2.466,1.208,0.0311
2.519,1.2098,0.0189
2.57,1.1941,0.0408
