wave,refl,refl_err
0.8289,0.9473,0.018
0.8533,0.9434,0.0303
0.8776,0.9766,0.0263
0.9021,0.9534,0.0169
0.9265,0.9628,0.0115
0.951,0.9539,0.0355
0.9755,0.9725,0.0211
1.0001,0.9943,0.0189
1.0247,1.0156,0.0269
1.0493,0.9932,0.0291
1.074,0.9831,0.0331
1.0987,0.9863,0.0201
1.1234,0.9713,0.0333
1.1482,0.9913,0.0259
1.173,0.995,0.0251
1.1978,0.9984,0.0162
1.2227,0.9869,0.0213
1.2476,1.0008,0.019
1.2726,1.0309,0.0211
1.2976,1.0017,0.0235
1.3226,1.036,0.0226
1.3476,0.9976,0.0061
1.3727,1.0531,0.0208
1.3978,,
1.423,,
1.4482,,
1.4734,1.035,0.0224
1.4987,1.0597,0.0113
1.524,1.0354,0.0068
1.549,1.0615,0.004
1.5747,1.0664,0.0096
1.6001,1.0351,0.0125
1.491,1.0474,0.0127
1.552,1.0517,0.0169
1.615,1.0487,0.0253
1.675,1.0404,0.0029
1.735,1.0319,0.0158
1.795,,
1.853,1.0028,0.0082
1.913,1.0108,0.0204
1.97,1.0138,0.0093
2.028,1.0574,0.0047
2.084,1.0319,0.0272
2.14,1.0367,0.0159
2.196,1.0369,0.0244
2.252,0.9709,0.0201
2.306,0.9961,0.0016
2.361,1.0073,0.0094
2.414,1.0246,0.015
2.466,1.0022,0.0175
2.519,,
2.57,,
