wave,refl,refl_err
0.8289,1.1017,0.0081
0.8533,1.101,0.0132
0.8776,1.1053,0.0014
0.9021,1.1097,0.0091
0.9265,1.1106,0.006
0.951,1.1106,0.0022
0.9755,1.1142,0.0027
1.0001,1.1283,0.0024
1.0247,1.1422,0.0053
1.0493,1.1579,0.0071
1.074,1.1656,0.006
1.0987,1.1765,0.0083
1.1234,1.1763,0.008
1.1482,1.1773,0.0007
1.173,1.1928,0.001
1.1978,1.1979,0.0019
1.2227,1.2051,0.0133
1.2476,1.2076,0.0045
1.2726,1.2238,0.0032
1.2976,1.2347,0.0081
1.3226,1.2367,0.0031
1.3476,1.2335,0.0055
1.3727,1.2435,0.0038
1.3978,1.2354,0.0135
1.423,1.2232,0.0081
1.4482,1.2392,0.0395
1.4734,1.2539,0.003
1.4987,1.2669,0.007
1.524,1.2678,0.0045
1.549,1.2756,0.0071
1.5747,1.2938,0.0075
1.6001,1.2893,0.017
1.491,1.2699,0.0174
1.552,1.2862,0.0081
1.615,1.3022,0.0055
1.675,1.2961,0.0071
1.735,1.3205,0.0022
1.795,1.3205,0.0005
1.853,1.3101,0.0005
1.913,1.3103,0.009
1.97,1.3398,0.0038
2.028,1.3469,0.001
2.084,1.3561,0.0024
2.14,1.3519,0.0004
2.196,1.3706,0.0036
2.252,1.374,0.0014
2.306,1.3715,0.0039
2.361,1.3662,0.012
2.414,1.3599,0.0078
2.466,1.358,0.0132
2.519,1.3486,0.0185
2.57,1.3346,0.0381
