wave,refl,refl_err
0.8289,1.2144,0.001
0.8533,1.2024,0.0087
0.8776,1.1801,0.0099
0.9021,1.1622,0.0057
0.9265,1.1627,0.0091
0.951,1.1549,0.0015
0.9755,1.1536,0.0116
1.0001,1.1664,0.0048
1.0247,1.1646,0.0065
1.0493,1.1724,0.0094
1.074,1.1737,0.0106
1.0987,1.1901,0.0005
1.1234,1.193,0.0024
1.1482,1.2128,0.0088
1.173,1.2346,0.0086
1.1978,,
1.2227,,
1.2476,1.271,0.0038
1.2726,1.2899,0.0105
1.2976,1.3074,0.0079
1.3226,1.3185,0.0104
1.3476,1.3307,0.0089
1.3727,1.3391,0.0051
1.3978,1.3518,0.0123
1.423,,
1.4482,1.3651,0.0103
1.4734,1.3706,0.0108
1.4987,1.4121,0.0002
1.524,1.3911,0.022
1.549,1.4143,0.0141
1.5747,1.4239,0.0128
1.6001,1.4116,0.0111
1.491,,
1.552,1.4272,0.0207
1.615,1.4137,0.015
1.675,1.4092,0.0206
1.735,1.3822,0.0138
1.795,1.3645,0.0114
1.853,,
1.913,,
1.97,,
2.028,1.3278,0.0121
2.084,1.3324,0.0053
2.14,1.3391,0.0003
2.196,1.3362,0.006
2.252,1.3432,0.0025
2.306,1.3553,0.0044
2.361,1.3504,0.0005
2.414,1.3537,0.0227
2.466,1.356,0.0049
2.519,,
2.57,,
