wave,refl,refl_err
0.8289,1.0439,0.0549
0.8533,1.1957,0.0936
0.8776,0.9897,0.1086
0.9021,1.0904,0.0889
0.9265,1.1083,0.03
0.951,1.0792,0.0316
0.9755,1.0369,0.0243
1.0001,1.0896,0.0269
1.0247,1.0738,0.0599
1.0493,1.0859,0.0244
1.074,1.0474,0.0206
1.0987,1.0675,0.056
1.1234,1.0913,0.0107
1.1482,1.0845,0.047
1.173,1.1254,0.0335
1.1978,1.1283,0.0345
1.2227,1.2072,0.0416
1.2476,1.1135,0.0143
1.2726,1.1034,0.0254
1.2976,1.122,0.0339
1.3226,1.0789,0.0628
1.3476,1.1292,0.0432
1.3727,,
1.3978,,
1.423,,
1.4482,1.1222,0.0184
1.4734,1.1037,0.0926
1.4987,1.1967,0.0428
1.524,1.0908,0.0768
1.549,1.1186,0.0156
1.5747,1.1042,0.0287
1.6001,1.113,0.044
1.491,1.089,0.0335
1.552,1.0859,0.0091
1.615,1.1091,0.013
1.675,1.0803,0.0071
1.735,,
1.795,,
1.853,,
1.913,1.0922,0.0595
1.97,1.1326,0.039
2.028,1.1208,0.0086
2.084,1.1267,0.0174
2.14,1.1976,0.0308
2.196,1.134,0.0373
2.252,1.1833,0.0495
2.306,1.2189,0.0088
2.361,1.1506,0.0314
2.414,1.0956,0.0982
2.466,,
2.519,,
2.57,,
