wave,refl,refl_err
0.8289,1.1032,
0.8533,1.103,
0.8776,1.0886,
0.9021,1.0571,
0.9265,1.047,
0.951,1.0335,
0.9755,1.018,
1.0001,1.0165,
1.0247,1.0159,
1.0493,1.0406,
1.074,1.0401,
1.0987,1.0508,
1.1234,1.0815,
1.1482,1.1035,
1.173,1.1149,
1.1978,1.1394,
1.2227,1.149,
1.2476,1.1381,
1.2726,1.1473,
1.2976,1.1757,
1.3226,1.1915,
1.3476,1.2228,
1.3727,1.2143,
1.3978,1.2202,
1.423,1.206,
1.4482,1.2248,
1.4734,1.2576,
1.4987,1.2752,
1.524,1.2983,
1.549,1.2791,
1.5747,1.2749,
1.6001,1.2915,
1.491,1.3203,
1.552,1.2971,
1.615,1.3091,
1.675,1.305,
1.735,1.3125,
1.795,1.286,
1.853,1.2743,
1.913,1.2775,
1.97,1.2946,
2.028,1.2847,
2.084,1.2964,
2.14,1.3294,
2.196,1.3432,
2.252,1.3579,
2.306,1.3736,
2.361,1.3914,
2.414,1.3949,
2.466,1.405,
2.519,1.4178,
2.57,1.4174,
