wave,refl,refl_err
0.8289,1.1182,0.0297
0.8533,1.1151,0.0223
0.8776,1.0961,0.0134
0.9021,1.046,0.0067
0.9265,1.0731,0.0273
0.951,1.1021,0.0187
0.9755,1.1213,0.0098
1.0001,1.1564,0.0105
1.0247,1.1308,0.0158
1.0493,1.1571,0.0172
1.074,1.2106,0.0114
1.0987,1.2292,0.0081
1.1234,1.2225,0.0126
1.1482,1.2618,0.0141
1.173,1.284,0.0141
1.1978,1.2823,0.0137
1.2227,1.296,0.0162
1.2476,1.3134,0.0243
1.2726,1.3092,0.0161
1.2976,1.3301,0.0161
1.3226,1.3395,0.0203
1.3476,1.3368,0.0221
1.3727,1.3285,0.0271
1.3978,1.3738,0.0099
1.423,1.3572,0.0194
1.4482,1.3698,0.0289
1.4734,1.3873,0.0113
1.4987,1.3933,0.0119
1.524,1.4273,0.0198
1.549,1.3932,0.0152
1.5747,1.3984,0.0146
1.6001,1.3879,0.0119
1.491,1.4043,0.0076
1.552,1.4017,0.0075
1.615,1.394,0.0032
1.675,1.3653,0.01
1.735,1.3559,0.0011
1.795,1.3338,0.0093
1.853,1.2948,0.0091
1.913,1.2659,0.0083
1.97,1.3057,0.0075
2.028,1.3423,0.0101
2.084,1.366,0.0151
2.14,1.3691,0.0216
2.196,1.3879,0.0191
2.252,1.3924,0.0107
2.306,1.3783,0.0139
2.361,1.4023,0.0092
2.414,1.4005,0.0385
2.466,1.3413,0.0629
2.519,1.3517,0.1007
2.57,1.3371,0.0947
