wave,refl,refl_err
0.8289,1.0849,0.0464
0.8533,1.0648,0.0197
0.8776,1.136,0.006
0.9021,1.0943,0.0229
0.9265,1.1202,0.0116
0.951,1.1445,0.0222
0.9755,1.1136,0.0172
1.0001,1.127,0.0005
1.0247,1.1472,0.0029
1.0493,1.1594,0.0177
1.074,1.1408,0.0069
1.0987,1.1729,0.0141
1.1234,1.1581,0.0196
1.1482,1.1443,0.0123
1.173,1.1765,0.0057
1.1978,1.1621,0.0118
1.2227,1.1548,0.0118
1.2476,1.1605,0.0176
1.2726,1.154,0.012
1.2976,1.1444,0.0053
1.3226,1.1095,0.0161
1.3476,1.1538,0.0109
1.3727,1.0758,0.031
1.3978,1.0289,0.0965
1.423,1.0797,0.0013
1.4482,1.1162,0.0214
1.4734,1.135,0.0197
1.4987,1.1195,0.0153
1.524,1.1004,0.0086
1.549,1.1321,0.0158
1.5747,1.1382,0.008
1.6001,1.1256,0.0087
1.491,1.1164,0.0033
1.552,1.1241,0.0009
1.615,1.1195,0.0041
1.675,1.122,0.0034
1.735,1.1259,0.0096
1.795,1.1074,0.0129
1.853,1.098,0.0044
1.913,1.0889,0.0169
1.97,1.1151,0.0064
2.028,1.1304,0.0192
2.084,1.1424,0.0111
2.14,1.1392,0.012
2.196,1.1187,0.001
2.252,1.1375,0.0127
2.306,1.1423,0.0166
2.361,1.1313,0.012
2.414,1.1249,0.0245
2.466,,
2.519,,
2.57,,
