wave,refl,refl_err
0.8289,1.2114,0.0125
0.8533,1.1802,0.0052
0.8776,1.1668,0.0125
0.9021,1.1693,0.013
0.9265,1.1319,0.0219
0.951,1.1407,0.0114
0.9755,1.1071,0.0116
1.0001,1.1027,0.0156
1.0247,1.0982,0.0183
1.0493,1.0851,0.0215
1.074,1.102,0.0118
1.0987,1.1414,0.0218
1.1234,1.1614,0.0146
1.1482,1.1918,0.0237
1.173,1.2215,0.0176
1.1978,1.2388,0.0181
1.2227,1.2584,0.008
1.2476,1.2686,0.011
1.2726,1.2904,0.0251
1.2976,1.3156,0.0213
1.3226,1.321,0.0302
1.3476,1.3477,0.016
1.3727,1.3784,0.0146
1.3978,1.3842,0.0402
1.423,1.4164,0.0155
1.4482,1.469,0.008
1.4734,1.5172,0.0089
1.4987,1.5486,0.0229
1.524,1.6016,0.0116
1.549,1.6158,0.0099
1.5747,1.6376,0.0034
1.6001,1.642,0.0057
1.491,1.5712,0.016
1.552,1.6048,0.0027
1.615,1.5965,0.0027
1.675,1.6162,0.0065
1.735,1.6004,0.0005
1.795,1.5981,0.0008
1.853,1.5724,0.0226
1.913,1.6065,0.0147
1.97,1.5685,0.0228
2.028,1.6341,0.0151
2.084,1.5853,0.0295
2.14,1.5649,0.0234
2.196,1.5262,0.0449
2.252,1.4839,0.0309
2.306,1.4975,0.0345
2.361,1.5441,0.0132
2.414,1.5262,0.0306
2.466,1.4635,0.0146
2.519,,
2.57,,
