wave,refl,refl_err
0.8289,1.1317,0.034
0.8533,1.1067,0.0197
0.8776,1.1277,0.0179
0.9021,1.074,0.0219
0.9265,1.1073,0.0105
0.951,1.1072,0.0105
0.9755,1.125,0.0205
1.0001,1.1645,0.0312
1.0247,1.1873,0.0291
1.0493,1.2219,0.0203
1.074,1.2129,0.0113
1.0987,1.2127,0.0148
1.1234,1.2299,0.0119
1.1482,1.2713,0.0281
1.173,1.2482,0.02
1.1978,1.2451,0.022
1.2227,1.2616,0.0174
1.2476,1.2701,0.0299
1.2726,1.28,0.0107
1.2976,1.3056,0.0204
1.3226,1.3183,0.0306
1.3476,1.3271,0.0377
1.3727,1.318,0.0148
1.3978,1.3066,0.0224
1.423,1.354,0.0103
1.4482,1.3512,0.0167
1.4734,1.3286,0.003
1.4987,1.3581,0.0178
1.524,1.3539,0.006
1.549,1.3504,0.0218
1.5747,1.3988,0.0138
1.6001,1.375,0.0196
1.491,1.3764,0.0058
1.552,1.3649,0.0001
1.615,1.3303,0.0056
1.675,1.327,0.0057
1.735,1.3108,0.0155
1.795,1.2823,0.0046
1.853,1.2442,0.0173
1.913,1.2834,0.005
1.97,1.3082,0.0203
2.028,1.359,0.0018
2.084,1.3522,0.005
2.14,1.3529,0.0144
2.196,1.3863,0.0127
2.252,1.3578,0.0079
2.306,1.3533,0.0133
2.361,1.3996,0.0113
2.414,1.3722,0.0013
2.466,1.3751,0.0274
2.519,1.4628,0.0279
2.57,1.3552,0.121
