wave,refl,refl_err
0.8289,1.116,0.0214
0.8533,1.0878,0.0228
0.8776,1.0774,0.0062
0.9021,1.0627,0.0154
0.9265,1.0412,0.0133
0.951,1.0448,0.005
0.9755,1.0491,0.0208
1.0001,1.0489,0.0113
1.0247,1.0783,0.0045
1.0493,1.0943,0.012
1.074,1.1019,0.0094
1.0987,1.1301,0.0017
1.1234,1.1452,0.0031
1.1482,1.1883,0.0106
1.173,1.1856,0.0035
1.1978,1.2086,0.0175
1.2227,1.239,0.0046
1.2476,1.2282,0.0109
1.2726,1.2407,0.0076
1.2976,1.2782,0.0089
1.3226,1.265,0.0106
1.3476,1.2671,0.0062
1.3727,1.2867,0.0225
1.3978,1.3345,0.0534
1.423,,
1.4482,,
1.4734,,
1.4987,,
1.524,1.3803,0.0065
1.549,1.4192,0.0023
1.5747,1.4043,0.0075
1.6001,1.411,0.0256
1.491,,
1.552,1.3998,0.0036
1.615,1.3995,0.0016
1.675,1.3982,0.0016
1.735,1.3791,0.0037
1.795,1.3582,0.0021
1.853,,
1.913,,
1.97,,
2.028,1.3475,0.0069
2.084,1.3382,0.0074
2.14,1.3451,0.011
2.196,1.3565,0.0039
2.252,1.3672,0.001
2.306,1.395,0.0136
2.361,1.3763,0.0143
2.414,1.3922,0.002
2.466,,
2.519,,
2.57,,
