wave,refl,refl_err
0.8289,1.2212,0.0064
0.8533,1.2022,0.0109
0.8776,1.1876,0.0072
0.9021,1.1716,0.0095
0.9265,1.1672,0.0084
0.951,1.1585,0.0012
0.9755,1.1991,0.0046
1.0001,1.2233,0.007
1.0247,1.2481,
1.0493,1.253,
1.074,1.2668,
1.0987,1.2893,0.0124
1.1234,1.3013,0.0067
1.1482,1.3284,0.008
1.173,1.358,0.0069
1.1978,1.3719,0.0032
1.2227,1.3826,0.0065
1.2476,1.4153,0.0147
1.2726,1.4417,0.0186
1.2976,1.4493,0.0225
1.3226,1.4698,0.0053
1.3476,1.454,0.0117
1.3727,1.4615,0.0172
1.3978,1.4873,0.0048
1.423,1.5363,0.0007
1.4482,1.5681,0.0044
1.4734,1.5689,0.0005
1.4987,1.5768,0.0048
1.524,1.6066,
1.549,1.6016,
1.5747,1.6137,
1.6001,1.6121,
1.491,1.5756,
1.552,1.6073,
1.615,1.6048,
1.675,1.6086,
1.735,1.5559,
1.795,1.5618,
1.853,1.5166,
1.913,1.5387,
1.97,1.5619,
2.028,1.5555,
2.084,1.5709,
2.14,1.5845,
2.196,1.6107,
2.252,1.6048,
2.306,1.6128,
2.361,1.6005,
2.414,1.6256,
2.466,1.6453,
2.519,1.6511,
2.57,,
