wave,refl,refl_err
0.8289,1.1747,0.0206
0.8533,1.2177,0.0075
0.8776,1.2113,0.0073
0.9021,1.2413,0.0098
0.9265,1.2422,0.0371
0.951,1.2514,0.0128
0.9755,1.2342,0.0227
1.0001,1.2671,0.0089
1.0247,1.2823,0.0225
1.0493,1.2827,0.0109
1.074,1.3042,0.0008
1.0987,1.2826,0.0091
1.1234,1.2775,0.0127
1.1482,1.302,0.0058
1.173,1.3285,0.0192
1.1978,1.3207,0.014
1.2227,1.34,0.027
1.2476,1.328,0.0043
1.2726,1.3477,0.0139
1.2976,1.3287,0.0149
1.3226,1.3565,0.0091
1.3476,1.3593,0.0263
1.3727,1.35,0.0359
1.3978,1.3642,0.0337
1.423,1.3636,0.0395
1.4482,1.3469,0.0054
1.4734,1.3839,0.0127
1.4987,1.3693,0.0139
1.524,1.3727,0.0253
1.549,1.3932,0.0079
1.5747,1.4305,0.0124
1.6001,1.4344,0.0188
1.491,1.387,0.0042
1.552,1.4036,0.0031
1.615,1.4094,0.0079
1.675,1.4147,0.0035
1.735,1.427,0.0148
1.795,,
1.853,,
1.913,,
1.97,,
2.028,1.4702,0.0015
2.084,1.4873,0.0062
2.14,1.5026,0.0085
2.196,1.5233,0.0036
2.252,1.515,0.0004
2.306,1.5043,0.0036
2.361,1.5124,0.0287
2.414,1.5172,0.0132
2.466,1.5098,0.0412
2.519,,
2.57,,
