wave,refl,refl_err
0.8289,1.1583,0.001
0.8533,1.1731,0.0079
0.8776,1.1483,0.0121
0.9021,1.1534,0.0073
0.9265,1.1426,0.0027
0.951,1.1556,0.0084
0.9755,1.1735,0.0024
1.0001,1.1691,0.0103
1.0247,1.1908,0.0037
1.0493,1.1815,0.0065
1.074,1.1811,0.0007
1.0987,1.1889,0.0005
1.1234,1.1847,0.0037
1.1482,1.1889,0.0084
1.173,1.1815,0.0038
1.1978,1.1741,0.0057
1.2227,1.1876,
1.2476,1.1752,0.0052
1.2726,1.1634,0.005
1.2976,1.1469,0.0053
1.3226,1.1485,0.0015
1.3476,1.1333,0.0024
1.3727,,
1.3978,1.1271,
1.423,1.1273,
1.4482,1.1268,
1.4734,1.1159,0.0003
1.4987,1.114,0.0021
1.524,1.1246,0.0071
1.549,1.1322,0.0005
1.5747,1.1297,0.0026
1.6001,1.1203,0.005
1.491,1.1239,0.0024
1.552,1.1157,0.0014
1.615,1.119,0.0014
1.675,,
1.735,1.1273,0.0026
1.795,1.1216,
1.853,1.1248,
1.913,1.1391,
1.97,1.149,
2.028,1.1599,0.0022
2.084,1.1663,0.0028
2.14,1.1673,0.0026
2.196,1.1739,0.0055
2.252,1.1799,0.007
2.306,1.1871,0.0041
2.361,1.1884,
2.414,1.1917,0.0006
2.466,1.2009,0.0012
2.519,1.2108,0.0021
2.57,,
