wave,refl,refl_err
0.8289,1.1929,0.0107
0.8533,1.1802,0.0132
0.8776,1.1623,0.0029
0.9021,1.1766,0.012
0.9265,1.1759,0.0014
0.951,1.1725,0.0038
0.9755,1.1938,0.0012
1.0001,1.1636,0.0214
1.0247,1.1771,0.0137
1.0493,1.1952,0.0033
1.074,1.2161,0.0052
1.0987,1.2422,0.0127
1.1234,1.2439,0.0174
1.1482,1.2684,0.0108
1.173,1.2866,0.0099
1.1978,1.3257,0.01
1.2227,1.3178,0.0086
1.2476,1.353,0.0308
1.2726,1.3467,0.0092
1.2976,1.3648,0.0105
1.3226,1.3665,0.0349
1.3476,1.3837,0.0296
1.3727,,
1.3978,,
1.423,,
1.4482,,
1.4734,1.4743,0.0096
1.4987,1.5052,0.0114
1.524,1.5374,0.0008
1.549,1.5296,0.0043
1.5747,1.5668,0.0034
1.6001,1.5604,0.0182
1.491,1.5284,0.0064
1.552,1.561,0.0064
1.615,,
1.675,,
1.735,1.5824,0.0092
1.795,,
1.853,,
1.913,,
1.97,1.5833,0.0011
2.028,1.5743,0.0219
2.084,1.5797,0.0171
2.14,1.5752,0.0191
2.196,1.5761,0.0093
2.252,1.5734,0.0132
2.306,1.5739,0.019
2.361,1.5711,0.0023
2.414,1.5369,0.0153
2.466,1.5403,0.0482
2.519,1.497,0.0079
2.57,1.6149,0.1693
