wave,refl,refl_err
0.8289,1.1696,0.0339
0.8533,1.1731,0.0592
0.8776,1.2061,0.0252
0.9021,1.1366,0.0181
0.9265,1.1444,0.0226
0.951,1.1839,0.0199
0.9755,1.2378,0.0108
1.0001,1.2046,0.0129
1.0247,1.2767,0.0256
1.0493,1.2745,0.0174
1.074,1.2629,0.0135
1.0987,1.3312,0.0261
1.1234,1.3364,0.0303
1.1482,1.3419,0.0256
1.173,1.4138,0.023
1.1978,1.3787,0.0194
1.2227,1.413,0.039
1.2476,1.4032,0.021
1.2726,1.4697,0.0514
1.2976,1.3883,0.0288
1.3226,1.4368,0.0397
1.3476,1.4865,0.0202
1.3727,1.4928,0.026
1.3978,1.4739,0.0358
1.423,1.4356,0.0205
1.4482,1.5311,0.0515
1.4734,1.498,0.0179
1.4987,1.4583,0.0249
1.524,1.549,0.0181
1.549,1.5311,0.0192
1.5747,1.5275,0.0197
1.6001,1.5338,0.0089
1.491,1.5137,0.0135
1.552,1.5288,0.004
1.615,1.5176,0.0043
1.675,1.525,0.0141
1.735,1.4836,0.0107
1.795,1.4541,0.0173
1.853,1.4143,0.0033
1.913,1.4372,0.0175
1.97,1.4833,0.0095
2.028,1.5409,0.0222
2.084,1.5197,0.0064
2.14,1.5475,0.024
2.196,1.5562,0.0201
2.252,1.5846,0.0117
2.306,1.586,0.0067
2.361,1.5456,0.0273
2.414,1.5769,0.0119
2.466,1.5829,0.0596
2.519,1.7025,0.2188
2.57,0.8054,0.3888
