wave,refl,refl_err
0.8289,1.1381,0.0219
0.8533,1.1169,0.003
0.8776,1.0528,0.0164
0.9021,1.0401,0.0081
0.9265,1.0473,0.0247
0.951,1.0629,0.008
0.9755,1.1054,0.0075
1.0001,1.126,0.0181
1.0247,1.1368,0.0032
1.0493,1.1675,0.0063
1.074,1.1826,0.0084
1.0987,1.2053,0.0003
1.1234,1.2072,0.0086
1.1482,1.2374,0.0121
1.173,1.2274,0.0075
1.1978,1.2393,0.0126
1.2227,1.2563,0.008
1.2476,1.2673,0.0035
1.2726,1.2502,0.0267
1.2976,1.2728,0.0175
1.3226,1.275,0.0028
1.3476,1.3005,0.0049
1.3727,1.3331,0.0063
1.3978,1.3225,0.0337
1.423,1.306,0.0085
1.4482,1.3383,0.0134
1.4734,1.279,0.0056
1.4987,1.3064,0.0017
1.524,1.3182,0.0121
1.549,1.2869,0.001
1.5747,1.2937,0.0176
1.6001,1.2803,0.007
1.491,1.3073,0.0042
1.552,1.2939,0.0077
1.615,1.2769,0.0016
1.675,1.2486,0.0014
1.735,1.2214,0.0073
1.795,1.2016,0.0004
1.853,1.1779,0.0026
1.913,1.1832,0.0019
1.97,1.1733,0.0018
2.028,1.1901,0.0019
2.084,1.1974,0.0044
2.14,1.2091,0.0105
2.196,1.2149,0.0115
2.252,1.2072,0.0037
2.306,1.2144,0.0038
2.361,1.2299,0.0144
2.414,1.2236,0.0097
2.466,1.2776,0.0016
2.519,,
2.57,,
