wave,refl,refl_err
0.8289,1.1619,0.0172
0.8533,1.1628,0.0182
0.8776,1.1616,0.0246
0.9021,1.1588,0.0091
0.9265,1.1724,0.0215
0.951,1.1966,0.02
0.9755,1.222,0.0113
1.0001,1.2651,0.0276
1.0247,1.278,0.0242
1.0493,1.3222,0.0273
1.074,1.3194,0.0226
1.0987,1.355,0.0109
1.1234,1.4087,0.0234
1.1482,1.4339,0.012
1.173,1.4104,0.0218
1.1978,1.4241,0.0172
1.2227,1.4368,0.0201
1.2476,1.4527,0.0219
1.2726,1.5205,0.0254
1.2976,1.4974,0.0224
1.3226,1.5605,0.0232
1.3476,1.5621,0.0198
1.3727,1.6132,0.0307
1.3978,1.629,0.0288
1.423,1.6233,0.0267
1.4482,1.6212,0.0253
1.4734,1.6799,0.02
1.4987,1.6717,0.0208
1.524,1.6915,0.0218
1.549,1.6685,0.018
1.5747,1.6963,0.0217
1.6001,1.7221,0.025
1.491,1.6986,0.037
1.552,1.6569,0.0279
1.615,1.7145,0.0244
1.675,1.7153,0.0241
1.735,1.694,0.0181
1.795,1.6471,0.027
1.853,1.6432,0.0259
1.913,1.6334,0.0281
1.97,1.6415,0.0284
2.028,1.6731,0.0205
2.084,1.6985,0.0246
2.14,1.6726,0.0275
2.196,1.7047,0.0256
2.252,1.6922,0.0293
2.306,1.6986,0.0291
2.361,1.697,0.0172
2.414,1.6901,0.021
2.466,1.6793,0.0182
2.519,1.6597,0.0161
2.57,1.7065,0.0236
