wave,refl,refl_err
0.8289,1.0135,0.0121
0.8533,1.1018,0.0168
0.8776,1.0659,0.0112
0.9021,1.0686,0.0082
0.9265,1.0411,0.0304
0.951,1.0863,0.0285
0.9755,1.0703,0.0115
1.0001,1.0747,0.0357
1.0247,1.0764,0.0185
1.0493,1.1229,0.0207
1.074,1.102,0.0205
1.0987,1.0734,0.0092
1.1234,1.0576,0.0158
1.1482,1.0774,0.0143
1.173,1.0976,0.0333
1.1978,1.0955,0.0141
1.2227,1.1309,0.0316
1.2476,1.1193,0.044
1.2726,1.1131,0.0239
1.2976,1.1006,0.019
1.3226,1.0919,0.0571
1.3476,1.1194,0.044
1.3727,,0.142
1.3978,1.1191,0.0198
1.423,1.0607,0.022
1.4482,1.0573,0.0299
1.4734,1.1204,0.0221
1.4987,1.0716,0.0471
1.524,1.1275,0.0163
1.549,1.107,0.0139
1.5747,1.1024,0.018
1.6001,1.1416,0.0178
1.491,1.1052,0.0147
1.552,1.1022,0.0176
1.615,1.1227,0.0143
1.675,1.1202,0.0126
1.735,1.125,0.0149
1.795,,0.01
1.853,,0.0266
1.913,,0.015
1.97,1.0906,0.0092
2.028,1.1103,0.0164
2.084,1.1151,0.0086
2.14,1.11,0.0105
2.196,1.0998,0.0177
2.252,1.0902,0.0057
2.306,1.136,0.0038
2.361,1.1222,0.0051
2.414,1.1296,0.0263
2.466,,
2.519,,
2.57,,
