wave,refl,refl_err
0.8289,1.0856,0.0422
0.8533,0.9993,0.0165
0.8776,1.0487,0.0221
0.9021,0.9593,0.056
0.9265,1.0399,0.0257
0.951,1.0284,0.005
0.9755,1.0683,0.0208
1.0001,1.076,0.0407
1.0247,1.0918,0.0404
1.0493,1.0914,0.0392
1.074,1.0909,0.0205
1.0987,1.0892,0.0307
1.1234,1.0698,0.0172
1.1482,1.0919,0.0233
1.173,1.114,0.015
1.1978,1.1093,0.0129
1.2227,1.1194,0.0097
1.2476,1.0765,0.0352
1.2726,1.1526,0.0148
1.2976,1.157,0.0133
1.3226,1.0736,0.0227
1.3476,1.1031,0.0261
1.3727,1.0444,0.0761
1.3978,1.0398,0.0415
1.423,1.1464,0.0218
1.4482,1.0908,0.0247
1.4734,1.0656,0.0085
1.4987,1.1485,0.0249
1.524,1.1131,0.0069
1.549,1.1261,0.0074
1.5747,1.1331,0.022
1.6001,1.1138,0.0109
1.491,1.1235,0.0058
1.552,1.1149,0.0054
1.615,1.1305,0.0002
1.675,1.1188,0.0079
1.735,1.1183,0.0097
1.795,1.1125,0.0255
1.853,1.1042,0.0065
1.913,1.1081,0.014
1.97,1.1473,0.03
2.028,1.1537,0.032
2.084,1.141,0.0366
2.14,1.1685,0.047
2.196,1.1507,0.0254
2.252,1.1568,0.0608
2.306,1.1508,0.0404
2.361,1.1652,0.0348
2.414,1.1378,0.0451
2.466,1.146,0.0088
2.519,1.2573,0.0107
2.57,1.0434,0.2589
