wave,refl,refl_err
0.8289,1.1827,0.0642
0.8533,,
0.8776,1.1498,0.0679
0.9021,1.0841,0.0471
0.9265,1.0799,0.0268
0.951,1.1169,0.0917
0.9755,1.1086,0.0444
1.0001,1.0846,0.0364
1.0247,1.07,0.0494
1.0493,1.0625,0.0297
1.074,1.0952,0.0062
1.0987,1.1299,0.0452
1.1234,1.1176,0.0275
1.1482,1.2037,0.0361
1.173,1.2693,0.0359
1.1978,1.3128,0.0093
1.2227,1.2691,0.0254
1.2476,1.2786,0.0318
1.2726,1.368,0.0736
1.2976,1.3194,0.0428
1.3226,1.4054,0.029
1.3476,1.4518,0.0335
1.3727,1.3294,0.0634
1.3978,1.3754,0.0771
1.423,1.4553,0.0702
1.4482,1.5361,0.0809
1.4734,1.4739,0.0342
1.4987,1.5542,0.0224
1.524,1.5737,0.0192
1.549,1.6418,0.0218
1.5747,1.5893,0.0316
1.6001,1.6223,0.023
1.491,,
1.552,1.5732,0.0068
1.615,1.6066,0.011
1.675,1.5887,0.0046
1.735,1.5628,0.0139
1.795,1.5108,0.031
1.853,1.5261,0.0514
1.913,1.4701,0.029
1.97,1.5168,0.0299
2.028,1.4876,0.0208
2.084,1.5098,0.012
2.14,1.5511,0.0037
2.196,1.5462,0.0134
2.252,1.5709,0.0149
2.306,1.6221,0.0208
2.361,1.5985,0.0158
2.414,1.5784,0.0182
2.466,,
2.519,,
2.57,,
