wave,refl,refl_err
0.8289,0.974,0.0333
0.8533,,
0.8776,0.985,0.0085
0.9021,1.0122,0.0227
0.9265,1.0253,0.0196
0.951,0.9949,0.0248
0.9755,1.0484,0.0157
1.0001,1.0098,0.0292
1.0247,1.0464,0.0157
1.0493,1.0221,0.0144
1.074,1.0524,0.0122
1.0987,1.1145,0.024
1.1234,1.0574,0.0135
1.1482,1.0374,0.0195
1.173,1.0602,0.0154
1.1978,1.0566,0.013
1.2227,1.0563,0.0206
1.2476,1.0701,0.0129
1.2726,1.03,0.0145
1.2976,1.0519,0.0295
1.3226,1.062,0.0155
1.3476,1.0391,0.0121
1.3727,1.0376,0.0287
1.3978,1.0253,0.0237
1.423,1.0427,0.0364
1.4482,1.1114,0.0202
1.4734,1.0927,0.0187
1.4987,1.1241,0.0148
1.524,1.0985,0.0087
1.549,1.1034,0.0107
1.5747,1.1475,0.0277
1.6001,1.1264,0.0139
1.491,1.097,0.0122
1.552,1.1115,0.027
1.615,1.1514,0.0046
1.675,1.1731,0.0064
1.735,1.1791,0.0048
1.795,1.1818,0.0046
1.853,1.1938,0.0051
1.913,1.1912,0.0111
1.97,1.2119,0.0058
2.028,1.2636,0.0138
2.084,1.2691,0.007
2.14,1.2856,0.0055
2.196,1.3088,0.0118
2.252,1.2913,0.0068
2.306,1.3112,0.0062
2.361,1.3119,0.0163
2.414,1.352,0.0127
2.466,,0.0317
2.519,,
2.57,1.4163,0.0337
