wave,refl,refl_err
0.8289,1.1816,0.012
0.8533,1.1641,0.0117
0.8776,1.1489,0.0154
0.9021,1.1337,0.0084
0.9265,1.1279,0.0153
0.951,1.1175,0.0076
0.9755,1.1193,0.0081
1.0001,1.1188,0.0068
1.0247,1.1369,0.0091
1.0493,1.1358,0.0056
1.074,1.1417,0.0077
1.0987,1.1532,0.0072
1.1234,1.1699,0.0077
1.1482,1.1897,0.0035
1.173,1.2196,0.0014
1.1978,1.2417,0.004
1.2227,1.2509,0.0075
1.2476,1.2597,0.0065
1.2726,1.2843,0.0005
1.2976,1.2941,0.0039
1.3226,1.3172,0.002
1.3476,1.3255,0.0016
1.3727,1.3374,0.0019
1.3978,1.3454,0.0007
1.423,1.3728,0.0076
1.4482,1.3943,0.0099
1.4734,1.4217,0.0047
1.4987,1.4364,0.0019
1.524,1.444,0.0004
1.549,1.4565,0.0003
1.5747,1.4637,0.0002
1.6001,1.4792,0.0011
1.491,1.4551,0.0032
1.552,1.4612,0.0009
1.615,1.47,0.0023
1.675,1.4689,0.0012
1.735,1.4522,0.0035
1.795,1.4323,0.0005
1.853,,
1.913,,
1.97,,
2.028,,
2.084,1.4174,0.0062
2.14,1.4247,0.0063
2.196,1.424,0.0069
2.252,1.4298,0.0054
2.306,1.4345,0.0056
2.361,1.4307,0.0048
2.414,1.4312,0.0053
2.466,,
2.519,,
2.57,,
