wave,refl,refl_err
0.8289,1.0297,0.0548
0.8533,1.086,0.0315
0.8776,1.1162,0.0346
0.9021,1.0616,0.032
0.9265,1.0722,0.0392
0.951,1.0559,0.0308
0.9755,1.1427,0.0257
1.0001,1.1457,0.0356
1.0247,1.0864,0.0356
1.0493,1.1044,0.0293
1.074,1.116,0.0273
1.0987,1.139,0.0419
1.1234,1.1409,0.0395
1.1482,1.1677,0.0375
1.173,1.1505,0.0265
1.1978,1.1612,0.0297
1.2227,1.1224,0.0437
1.2476,1.1321,0.0359
1.2726,1.1561,0.0455
1.2976,1.1689,0.03
1.3226,1.2131,0.0431
1.3476,1.1989,0.0444
1.3727,1.2053,0.0422
1.3978,1.2258,0.034
1.423,,
1.4482,,
1.4734,,
1.4987,,
1.524,1.2856,0.0333
1.549,1.3043,0.0451
1.5747,1.2618,0.0462
1.6001,1.2673,0.0456
1.491,1.3114,0.0328
1.552,1.3134,0.0298
1.615,1.3041,0.0384
1.675,,
1.735,,
1.795,1.2928,0.0315
1.853,,
1.913,1.3327,0.0262
1.97,1.3439,0.0425
2.028,1.35,0.0274
2.084,1.36,0.0306
2.14,,
2.196,,
2.252,,
2.306,1.3709,0.0324
2.361,1.4343,0.0309
2.414,1.4109,0.0287
2.466,1.4274,0.0267
2.519,1.4152,0.0264
2.57,1.4296,0.0612
