wave,refl,refl_err
0.8289,1.1335,0.0052
0.8533,1.1159,0.0028
0.8776,1.0699,0.0015
0.9021,1.036,0.0039
0.9265,1.0097,0.0025
0.951,1.0009,0.001
0.9755,0.9995,0.0018
1.0001,1.029,0.0038
1.0247,1.0666,0.0061
1.0493,1.1,0.0102
1.074,1.1409,0.0076
1.0987,1.1781,0.0075
1.1234,1.2069,0.0033
1.1482,1.2344,0.0048
1.173,1.2417,0.0106
1.1978,1.2704,0.0082
1.2227,1.2887,0.0079
1.2476,1.3073,0.0099
1.2726,1.3123,0.0068
1.2976,1.3309,0.0178
1.3226,1.3361,0.0105
1.3476,1.3486,0.012
1.3727,1.3609,0.0062
1.3978,,
1.423,,
1.4482,1.3859,0.0097
1.4734,1.405,0.0159
1.4987,1.4221,0.0199
1.524,1.4237,0.0098
1.549,1.4217,0.0124
1.5747,1.4338,0.0118
1.6001,1.4384,0.0109
1.491,1.4351,0.0154
1.552,1.4332,0.0002
1.615,1.4283,0.0002
1.675,1.412,0.0017
1.735,1.3821,0.0041
1.795,1.358,0.0
1.853,1.3215,0.0026
1.913,1.2879,0.0048
1.97,1.29,0.0002
2.028,1.3045,0.0023
2.084,1.3275,0.0018
2.14,1.3547,0.0029
2.196,1.3714,0.0002
2.252,1.3885,0.0014
2.306,1.4029,0.0018
2.361,1.4227,0.0028
2.414,1.4311,0.0035
2.466,1.4334,0.0038
2.519,1.4357,0.0026
2.57,,
