wave,refl,refl_err
0.8289,1.2577,
0.8533,1.2503,
0.8776,1.2761,
0.9021,1.252,
0.9265,,
0.951,1.2284,
0.9755,1.2129,
1.0001,1.1465,
1.0247,1.131,
1.0493,1.1739,
1.074,1.1242,
1.0987,1.142,
1.1234,1.2184,
1.1482,1.2449,
1.173,1.2459,
1.1978,1.2884,
1.2227,1.3317,
1.2476,1.3243,
1.2726,1.3333,
1.2976,1.4185,
1.3226,1.4443,
1.3476,1.4536,
1.3727,1.5049,
1.3978,1.5981,
1.423,1.7001,
1.4482,1.6675,
1.4734,1.7188,
1.4987,1.7449,
1.524,1.7875,
1.549,1.8136,
1.5747,1.8649,
1.6001,1.8743,
1.491,1.7614,
1.552,1.8059,
1.615,1.8414,
1.675,1.8356,
1.735,1.8462,
1.795,1.8314,
1.853,1.8588,
1.913,1.8947,
1.97,1.8885,
2.028,1.9076,
2.084,1.8931,
2.14,1.8782,
2.196,1.8973,
2.252,1.916,
2.306,1.935,
2.361,1.9792,
2.414,1.9644,
2.466,2.008,
2.519,2.1363,
2.57,1.9451,
