wave,refl,refl_err
0.8289,1.0633,
0.8533,1.0765,
0.8776,1.0926,
0.9021,1.0802,
0.9265,1.0739,
0.951,1.0906,
0.9755,1.1102,
1.0001,1.1344,
1.0247,1.1473,
1.0493,1.1423,
1.074,1.1578,
1.0987,1.1617,
1.1234,1.1537,
1.1482,1.1622,
1.173,1.1778,
1.1978,1.1763,
1.2227,1.1872,
1.2476,1.1832,
1.2726,1.1852,
1.2976,1.1954,
1.3226,1.1855,
1.3476,,
1.3727,,
1.3978,,
1.423,,
1.4482,1.1884,
1.4734,1.2006,
1.4987,1.2076,
1.524,1.2235,
1.549,1.2294,
1.5747,1.224,
1.6001,1.2238,
1.491,1.2168,
1.552,1.2158,
1.615,1.2198,
1.675,1.2274,
1.735,1.2253,
1.795,,
1.853,,
1.913,,
1.97,1.2544,
2.028,1.2665,
2.084,1.2827,
2.14,1.2864,
2.196,1.2888,
2.252,1.3008,
2.306,1.3049,
2.361,1.3176,
2.414,1.301,
2.466,1.2977,
2.519,1.3055,
2.57,,
