wave,refl,refl_err
0.8289,1.2156,0.0325
0.8533,1.2083,0.0802
0.8776,1.1118,0.0684
0.9021,0.9493,0.0439
0.9265,1.0135,0.0586
0.951,,
0.9755,1.0221,0.0373
1.0001,1.0455,0.028
1.0247,1.1266,0.0283
1.0493,1.1226,0.0495
1.074,1.1287,0.0357
1.0987,,
1.1234,,
1.1482,,
1.173,1.1646,0.0425
1.1978,1.1871,0.0447
1.2227,1.1913,0.0552
1.2476,1.1847,0.0317
1.2726,1.2097,0.0213
1.2976,1.2286,0.0225
1.3226,1.2168,0.0194
1.3476,,
1.3727,,
1.3978,,
1.423,,
1.4482,,
1.4734,,
1.4987,,
1.524,,
1.549,1.3589,0.0431
1.5747,1.2973,0.0526
1.6001,1.3763,0.0209
1.491,,
1.552,1.4126,0.0154
1.615,1.3388,0.0255
1.675,1.3809,0.0124
1.735,1.3862,0.0739
1.795,,
1.853,,
1.913,,
1.97,,
2.028,1.3509,0.0984
2.084,1.3695,0.0651
2.14,1.3602,0.0586
2.196,1.4241,0.0973
2.252,1.4093,0.0998
2.306,1.4695,0.1305
2.361,1.5318,0.1454
2.414,,
2.466,,
2.519,,
2.57,,
