wave,refl,refl_err
0.8289,1.1585,0.0108
0.8533,1.1376,0.0153
0.8776,1.0851,0.0142
0.9021,1.0837,0.002
0.9265,1.0807,0.019
0.951,1.0821,0.0266
0.9755,1.1154,0.022
1.0001,1.163,0.0165
1.0247,1.178,0.0004
1.0493,1.1912,0.0011
1.074,1.2188,0.0026
1.0987,1.246,0.0047
1.1234,1.2741,0.0069
1.1482,1.2826,0.0067
1.173,1.2734,0.0125
1.1978,1.2827,0.0214
1.2227,1.2961,0.0029
1.2476,1.2861,0.0212
1.2726,1.3245,0.0064
1.2976,1.3302,0.004
1.3226,1.3199,0.0077
1.3476,,
1.3727,1.3693,0.0227
1.3978,1.3955,0.0123
1.423,1.39,0.0073
1.4482,1.4101,0.0098
1.4734,1.3698,0.0078
1.4987,1.3698,0.0148
1.524,1.3786,0.0186
1.549,1.3753,0.011
1.5747,,
1.6001,1.3682,0.0
1.491,1.3869,0.0047
1.552,1.3688,0.0059
1.615,1.3549,0.0002
1.675,1.3305,0.0145
1.735,1.3101,0.0042
1.795,1.288,0.0068
1.853,1.2818,0.008
1.913,1.2813,0.0127
1.97,1.2689,0.011
2.028,1.2871,0.0139
2.084,1.2959,0.0125
2.14,1.3194,0.0162
2.196,1.3456,0.0098
2.252,1.3503,0.0038
2.306,1.3421,0.0047
2.361,1.3404,0.0043
2.414,1.3732,0.0009
2.466,1.3594,0.0222
2.519,,
2.57,,
