wave,refl,refl_err
0.8289,0.9853,
0.8533,0.9946,
0.8776,0.9967,
0.9021,0.9844,
0.9265,1.0071,
0.951,0.9994,
0.9755,0.9922,
1.0001,1.0194,
1.0247,1.007,
1.0493,1.0078,
1.074,1.0194,
1.0987,1.0375,
1.1234,,
1.1482,,
1.173,1.0513,
1.1978,1.0465,
1.2227,1.0471,
1.2476,1.0578,
1.2726,1.0562,
1.2976,1.043,
1.3226,1.0486,
1.3476,1.0667,
1.3727,,
1.3978,,
1.423,,
1.4482,,
1.4734,,
1.4987,1.0872,
1.524,1.0852,
1.549,1.0912,
1.5747,1.0812,
1.6001,1.1025,
1.491,1.0788,
1.552,1.0824,
1.615,1.0944,
1.675,1.0993,
1.735,1.1074,
1.795,,
1.853,,
1.913,,
1.97,1.1154,
2.028,1.1102,
2.084,1.0998,
2.14,1.079,
2.196,1.1172,
2.252,1.1181,
2.306,1.1317,
2.361,1.123,
2.414,1.1352,
2.466,1.1095,
2.519,1.1044,
2.57,,
