wave,refl,refl_err
0.8289,1.0,
0.8533,1.0161,
0.8776,1.0757,
0.9021,1.0156,
0.9265,1.0378,
0.951,1.0204,
0.9755,0.9897,
1.0001,1.0183,
1.0247,1.0349,
1.0493,1.0197,
1.074,1.0539,
1.0987,1.0398,
1.1234,1.0485,
1.1482,1.0555,
1.173,1.0374,
1.1978,1.0461,
1.2227,1.0459,
1.2476,1.0574,
1.2726,1.0775,
1.2976,1.0862,
1.3226,,
1.3476,1.0705,
1.3727,,
1.3978,,
1.423,,
1.4482,1.1109,
1.4734,1.1161,
1.4987,1.1672,
1.524,1.1282,
1.549,1.166,
1.5747,1.1585,
1.6001,1.1423,
1.491,1.1901,
1.552,,
1.615,,
1.675,,
1.735,,
1.795,1.2026,
1.853,1.1918,
1.913,1.2505,
1.97,1.2798,
2.028,1.3241,
2.084,1.2712,
2.14,1.3062,
2.196,1.3312,
2.252,1.296,
2.306,1.2935,
2.361,1.3034,
2.414,1.3417,
2.466,1.3531,
2.519,,
2.57,,
