wave,refl,refl_err
0.8289,1.3631,0.0935
0.8533,1.4443,0.0971
0.8776,,
0.9021,1.3814,0.0916
0.9265,1.2359,0.0688
0.951,1.2534,0.0901
0.9755,1.1898,0.041
1.0001,1.1991,0.0364
1.0247,1.1161,0.0332
1.0493,1.1704,0.0459
1.074,1.0474,0.0659
1.0987,1.0659,0.0762
1.1234,1.217,0.0749
1.1482,1.2681,0.0837
1.173,1.1888,0.0705
1.1978,1.3117,0.0692
1.2227,1.2468,0.042
1.2476,1.4705,0.0959
1.2726,1.4121,0.0508
1.2976,1.5166,0.049
1.3226,1.4433,0.0513
1.3476,1.5605,0.0592
1.3727,1.5455,0.0795
1.3978,1.8755,0.0358
1.423,1.889,0.0635
1.4482,1.9021,0.0724
1.4734,2.0914,0.0672
1.4987,2.1402,0.0869
1.524,2.1748,0.0327
1.549,2.2742,0.0338
1.5747,,
1.6001,,
1.491,2.1123,0.0408
1.552,2.2437,0.0186
1.615,2.3634,0.0184
1.675,2.4167,0.0375
1.735,2.4764,0.057
1.795,2.5028,0.0245
1.853,2.4788,0.0441
1.913,2.5024,0.0597
1.97,2.5235,0.0456
2.028,2.5632,0.0737
2.084,2.5694,0.024
2.14,2.5517,0.0255
2.196,2.6735,0.0637
2.252,2.5186,0.0342
2.306,2.5488,0.0125
2.361,2.7008,0.0795
2.414,2.5872,0.0605
2.466,2.6824,0.0413
2.519,,
2.57,,
