wave,refl,refl_err
0.8289,1.1718,0.0825
0.8533,1.1377,0.0594
0.8776,1.1053,0.0185
0.9021,1.0789,0.0475
0.9265,1.0804,0.0236
0.951,1.1443,0.0031
0.9755,1.0856,0.0113
1.0001,1.0929,0.0486
1.0247,1.1267,0.0259
1.0493,1.1576,0.0125
1.074,1.1832,0.057
1.0987,1.1954,0.0263
1.1234,1.2361,0.0379
1.1482,1.2296,0.0812
1.173,1.1563,0.0586
1.1978,1.2697,0.011
1.2227,1.2585,0.0367
1.2476,1.2155,0.0368
1.2726,1.232,0.0403
1.2976,1.2432,0.0467
1.3226,1.3511,0.0302
1.3476,1.3807,0.0458
1.3727,1.3205,0.0873
1.3978,,
1.423,,
1.4482,,
1.4734,1.3896,0.1395
1.4987,1.317,0.0584
1.524,1.4168,0.088
1.549,1.4127,0.0438
1.5747,1.4887,0.072
1.6001,1.4482,0.0432
1.491,,
1.552,1.3998,0.029
1.615,1.4041,0.0211
1.675,1.3732,0.0195
1.735,1.3856,0.0242
1.795,1.3527,0.0394
1.853,1.3336,0.0216
1.913,1.3159,0.0261
1.97,,
2.028,1.3275,0.0256
2.084,1.3508,0.0197
2.14,1.3437,0.0234
2.196,1.3622,0.0089
2.252,1.3924,0.0252
2.306,1.3864,0.0181
2.361,1.4098,0.0512
2.414,1.4287,0.041
2.466,1.3769,0.0229
2.519,1.4141,0.0682
2.57,,
