wave,refl,refl_err
0.8289,0.9686,
0.8533,0.9728,
0.8776,,
0.9021,0.9238,
0.9265,0.9088,
0.951,0.8992,
0.9755,0.906,
1.0001,0.9333,
1.0247,0.9323,
1.0493,0.9245,
1.074,0.9422,
1.0987,0.948,
1.1234,0.9281,
1.1482,0.9479,
1.173,0.9375,
1.1978,0.9139,
1.2227,0.9135,
1.2476,0.902,
1.2726,0.9237,
1.2976,0.917,
1.3226,0.9071,
1.3476,0.908,
1.3727,,
1.3978,,
1.423,,
1.4482,0.9069,
1.4734,0.9272,
1.4987,0.9317,
1.524,0.9485,
1.549,0.9589,
1.5747,0.9591,
1.6001,0.9555,
1.491,0.9479,
1.552,0.9472,
1.615,0.9605,
1.675,0.9743,
1.735,0.9836,
1.795,,
1.853,,
1.913,,
1.97,1.0088,
2.028,1.0357,
2.084,1.0524,
2.14,1.0686,
2.196,1.0684,
2.252,1.0882,
2.306,1.0849,
2.361,1.0993,
2.414,1.101,
2.466,1.0967,
2.519,1.1151,
2.57,,
