wave,refl,refl_err
0.8289,0.979,0.0646
0.8533,1.1586,0.0501
0.8776,1.0521,0.0342
0.9021,1.1279,0.0748
0.9265,0.9695,0.0764
0.951,1.0499,0.0868
0.9755,1.0774,0.0544
1.0001,1.0286,0.0412
1.0247,1.0785,0.0278
1.0493,1.0853,0.0152
1.074,1.0774,0.0336
1.0987,1.0694,0.0362
1.1234,1.1088,0.0513
1.1482,1.1234,0.0299
1.173,1.1605,0.0618
1.1978,1.0845,0.0543
1.2227,1.1205,0.0248
1.2476,1.1343,0.0268
1.2726,1.1781,0.0687
1.2976,1.0969,0.051
1.3226,1.0871,0.0912
1.3476,,0.0775
1.3727,,0.0818
1.3978,,0.1172
1.423,,0.0674
1.4482,1.1281,0.0607
1.4734,1.0995,0.0241
1.4987,1.0888,0.0322
1.524,1.0445,0.071
1.549,1.1123,0.0482
1.5747,1.0476,0.0625
1.6001,1.1666,0.018
1.491,1.0893,0.0029
1.552,1.1141,0.026
1.615,1.0726,0.0147
1.675,1.0568,0.0176
1.735,1.0672,0.0143
1.795,1.0615,0.0338
1.853,1.0199,0.0522
1.913,1.0465,0.023
1.97,1.0822,0.0389
2.028,1.037,0.0172
2.084,1.1094,0.0618
2.14,1.0966,0.0305
2.196,1.1188,0.0435
2.252,1.1151,0.0527
2.306,1.1186,0.0145
2.361,1.0107,0.0456
2.414,1.032,0.0526
2.466,,
2.519,,
2.57,,
