wave,refl,refl_err
0.8289,0.9017,0.0674
0.8533,0.9668,0.0415
0.8776,1.0404,0.0483
0.9021,0.9786,0.0483
0.9265,0.947,0.0349
0.951,0.9822,0.0565
0.9755,1.0181,0.0589
1.0001,0.9529,0.0557
1.0247,0.9802,0.0272
1.0493,1.0518,0.011
1.074,0.9525,0.0267
1.0987,1.0263,0.0244
1.1234,1.0835,0.0403
1.1482,1.0184,0.0597
1.173,1.0032,0.0564
1.1978,0.9882,0.0314
1.2227,1.0401,0.0532
1.2476,1.1249,0.0676
1.2726,1.0026,0.0864
1.2976,1.0415,0.0575
1.3226,0.9785,0.0709
1.3476,1.0575,0.1154
1.3727,1.0562,0.0683
1.3978,1.0373,0.078
1.423,,
1.4482,,
1.4734,1.0193,0.0563
1.4987,,
1.524,,
1.549,,
1.5747,1.0193,0.1301
1.6001,1.157,0.0663
1.491,1.0367,0.2022
1.552,1.1122,0.0791
1.615,1.1236,0.0777
1.675,1.1252,0.0022
1.735,1.1258,0.018
1.795,1.1726,0.0259
1.853,1.1853,0.0367
1.913,1.2158,0.0619
1.97,,
2.028,1.2004,0.01
2.084,1.1939,0.0813
2.14,1.2568,0.0238
2.196,1.2684,0.0017
2.252,1.2931,0.0494
2.306,1.2145,0.055
2.361,1.2794,0.0189
2.414,1.2044,0.0164
2.466,1.1913,0.1327
2.519,1.3104,0.2096
2.57,1.2188,0.0148
