wave,refl,refl_err
0.8289,1.07,0.031
0.8533,1.033,0.0318
0.8776,1.11,0.0405
0.9021,1.1934,0.02
0.9265,1.1813,0.0229
0.951,1.2477,0.065
0.9755,1.233,0.0275
1.0001,1.2906,0.0503
1.0247,1.2476,0.0145
1.0493,1.2679,0.0207
1.074,1.2741,0.0037
1.0987,1.3713,0.0333
1.1234,1.3041,0.0249
1.1482,1.3209,0.0493
1.173,1.3107,0.0591
1.1978,1.3251,0.0396
1.2227,1.3775,0.0159
1.2476,1.4215,0.0332
1.2726,1.3885,0.0406
1.2976,1.3432,0.0326
1.3226,1.3531,0.0223
1.3476,1.3849,0.0078
1.3727,1.4932,0.0252
1.3978,1.4283,0.049
1.423,1.5023,0.1059
1.4482,1.4781,0.0264
1.4734,1.4507,0.0456
1.4987,1.5164,0.0417
1.524,1.4652,0.0258
1.549,1.5078,0.0415
1.5747,1.4994,0.0281
1.6001,1.5094,0.0244
1.491,1.4746,
1.552,1.4885,
1.615,1.4779,
1.675,1.5146,
1.735,1.4762,
1.795,1.5076,
1.853,1.5422,
1.913,1.5888,
1.97,1.5625,
2.028,1.5828,
2.084,1.5957,
2.14,1.5518,
2.196,1.5972,
2.252,1.6672,
2.306,1.6685,
2.361,1.6621,
2.414,,
2.466,1.6532,
2.519,,
2.57,,
