wave,refl,refl_err
0.8289,1.0321,0.0785
0.8533,0.9768,0.1035
0.8776,1.0152,0.0377
0.9021,1.0789,0.0539
0.9265,,
0.951,1.033,0.0518
0.9755,0.9571,0.0717
1.0001,1.0512,0.0385
1.0247,1.0742,0.0415
1.0493,1.0406,0.0646
1.074,1.0054,0.0379
1.0987,1.1152,0.0469
1.1234,1.2095,0.0523
1.1482,1.1566,0.0485
1.173,1.1716,0.0464
1.1978,1.1839,0.1004
1.2227,1.1883,0.0575
1.2476,1.18,0.0885
1.2726,1.1299,0.0227
1.2976,1.3031,0.0504
1.3226,1.3159,0.0757
1.3476,1.3186,0.09
1.3727,1.4467,0.2117
1.3978,1.3377,0.0929
1.423,1.3464,0.0725
1.4482,1.3487,0.0458
1.4734,1.3823,0.0726
1.4987,1.3929,0.0271
1.524,1.3987,0.043
1.549,1.4012,0.0384
1.5747,1.398,0.014
1.6001,1.4022,0.0315
1.491,1.3687,0.0258
1.552,1.4071,0.0051
1.615,1.3929,0.0051
1.675,1.3648,0.0076
1.735,1.3468,0.01
1.795,1.4235,0.054
1.853,1.3479,0.0481
1.913,1.2928,0.0173
1.97,1.247,0.0784
2.028,1.374,0.0492
2.084,1.3307,0.0462
2.14,1.3322,0.0352
2.196,1.3564,0.0191
2.252,1.3538,0.0312
2.306,1.3062,0.0564
2.361,1.3458,0.1129
2.414,1.4964,
2.466,,
2.519,,
2.57,,
