wave,refl,refl_err
0.8289,1.0379,0.0073
0.8533,1.028,0.0112
0.8776,1.0087,0.0085
0.9021,0.9945,0.0071
0.9265,0.9744,0.0075
0.951,0.9739,0.0101
0.9755,0.98,0.004
1.0001,0.9981,0.0061
1.0247,1.011,0.0036
1.0493,1.0358,0.0071
1.074,1.053,0.0098
1.0987,1.0657,0.007
1.1234,1.0864,0.0055
1.1482,1.1044,0.0031
1.173,1.1261,0.001
1.1978,1.1388,0.0009
1.2227,1.1453,0.0045
1.2476,1.1481,0.0051
1.2726,1.1608,0.0062
1.2976,1.1744,0.0091
1.3226,1.1837,0.0076
1.3476,1.1992,0.0076
1.3727,1.2086,0.0005
1.3978,1.2203,0.0178
1.423,1.2284,0.037
1.4482,1.26,0.026
1.4734,1.267,0.0126
1.4987,1.2703,0.0008
1.524,1.2607,0.0099
1.549,1.2602,0.0065
1.5747,1.261,0.0148
1.6001,1.2624,0.0084
1.491,1.2561,0.0077
1.552,1.2581,0.0058
1.615,1.2572,0.0066
1.675,1.2368,0.0104
1.735,1.2323,0.0133
1.795,1.2116,0.0097
1.853,1.1943,0.0039
1.913,1.1727,0.0052
1.97,1.163,0.0128
2.028,1.1656,0.0006
2.084,1.1714,0.0018
2.14,1.1789,0.002
2.196,1.2014,0.0061
2.252,1.2045,0.003
2.306,1.2048,0.0052
2.361,1.2011,0.003
2.414,1.1958,0.0064
2.466,1.1919,0.0014
2.519,1.1878,0.0021
2.57,1.1807,0.0085
