wave,refl,refl_err
0.8289,1.219,0.0187
0.8533,1.1912,0.0115
0.8776,1.1843,0.0311
0.9021,1.1044,0.0492
0.9265,1.1209,0.0182
0.951,1.1397,0.0172
0.9755,1.1602,0.0137
1.0001,1.2349,0.03
1.0247,1.1998,0.0257
1.0493,1.208,0.0186
1.074,1.2323,0.0058
1.0987,1.2579,0.0081
1.1234,1.2913,0.0139
1.1482,1.2988,0.0018
1.173,1.3188,0.0252
1.1978,1.3746,0.0176
1.2227,1.3984,0.0176
1.2476,1.4003,0.0208
1.2726,1.4094,0.0081
1.2976,1.4694,0.019
1.3226,1.4276,0.0184
1.3476,1.4287,0.0743
1.3727,1.482,0.0645
1.3978,1.4778,0.0364
1.423,1.4409,0.0681
1.4482,1.6134,0.0674
1.4734,1.5527,0.0399
1.4987,1.5973,0.0153
1.524,1.6099,0.0168
1.549,1.6526,0.0277
1.5747,1.6391,0.0214
1.6001,1.6112,0.0056
1.491,1.6157,0.0079
1.552,1.6249,0.0053
1.615,1.6254,0.0127
1.675,1.5804,0.0215
1.735,1.5783,0.0082
1.795,1.5619,0.0383
1.853,1.5648,0.03
1.913,1.5869,0.0013
1.97,1.5591,0.0151
2.028,1.5815,0.0185
2.084,1.5802,0.0268
2.14,1.6122,0.0104
2.196,1.5744,0.0195
2.252,1.6202,0.0088
2.306,1.6325,0.0136
2.361,1.6569,0.0096
2.414,1.6854,0.028
2.466,1.6154,0.0317
2.519,1.6152,0.009
2.57,1.7869,0.1042
