wave,refl,refl_err
0.8289,0.9739,
0.8533,1.0,
0.8776,1.0069,
0.9021,0.9994,
0.9265,1.0338,
0.951,1.0507,
0.9755,1.0394,
1.0001,1.0602,
1.0247,1.1209,
1.0493,1.1021,
1.074,1.1146,
1.0987,1.0771,
1.1234,1.0957,
1.1482,1.0881,
1.173,1.0932,
1.1978,1.1083,
1.2227,1.1224,
1.2476,1.1362,
1.2726,1.1362,
1.2976,1.1599,
1.3226,1.1569,
1.3476,1.1507,
1.3727,,
1.3978,,
1.423,,
1.4482,,
1.4734,,
1.4987,1.175,
1.524,1.1943,
1.549,1.198,
1.5747,1.2082,
1.6001,1.2089,
1.491,,
1.552,1.1965,
1.615,1.2102,
1.675,1.2367,
1.735,1.2351,
1.795,1.2482,
1.853,1.2633,
1.913,,
1.97,1.2604,
2.028,1.2592,
2.084,1.2825,
2.14,1.282,
2.196,1.3023,
2.252,1.2973,
2.306,1.298,
2.361,1.319,
2.414,,
2.466,,
2.519,,
2.57,,
