wave,refl,refl_err
0.8289,1.212,0.0019
0.8533,1.1821,0.006
0.8776,1.1481,0.0042
0.9021,1.1139,0.0061
0.9265,1.0855,0.0005
0.951,1.0602,0.0043
0.9755,1.0712,0.004
1.0001,1.0961,0.002
1.0247,1.1324,0.0066
1.0493,1.1602,0.0139
1.074,1.1931,0.0029
1.0987,1.2086,0.001
1.1234,1.2364,0.0047
1.1482,1.2528,0.0159
1.173,1.284,0.0025
1.1978,1.2938,0.0177
1.2227,1.3171,0.0087
1.2476,1.3258,0.0127
1.2726,1.3371,0.018
1.2976,1.363,0.0139
1.3226,1.3715,0.0091
1.3476,1.3704,0.0073
1.3727,1.3815,0.0248
1.3978,1.3948,0.0182
1.423,1.421,0.0326
1.4482,1.4443,0.0046
1.4734,1.4256,0.0025
1.4987,1.4117,0.0176
1.524,1.4367,0.0188
1.549,1.4469,0.0103
1.5747,1.4526,0.003
1.6001,1.4461,0.0003
1.491,,
1.552,1.4501,0.0062
1.615,1.4457,0.0075
1.675,1.413,0.0038
1.735,1.4003,0.003
1.795,1.3528,0.0003
1.853,1.3226,0.0002
1.913,1.3108,0.0033
1.97,1.3229,0.0021
2.028,1.3154,0.0081
2.084,1.3375,0.0007
2.14,1.347,0.0022
2.196,1.3501,0.0022
2.252,1.3604,0.0026
2.306,1.3752,0.003
2.361,1.3632,0.0025
2.414,1.3631,0.0051
2.466,1.3781,0.0021
2.519,1.363,0.0017
2.57,1.3722,0.0024
