wave,refl,refl_err
0.8289,1.1389,0.1065
0.8533,1.2246,0.0458
0.8776,1.3027,0.0629
0.9021,1.2307,0.0877
0.9265,,
0.951,1.3397,0.0026
0.9755,1.3166,0.0301
1.0001,1.4616,0.0238
1.0247,1.4443,0.0497
1.0493,1.3754,0.0358
1.074,1.4046,0.0395
1.0987,1.4353,0.0324
1.1234,1.4317,0.0005
1.1482,1.3843,0.012
1.173,1.4291,0.0373
1.1978,1.503,0.0121
1.2227,1.4925,0.0479
1.2476,1.412,0.0376
1.2726,1.531,0.0128
1.2976,1.546,0.079
1.3226,1.5385,0.0381
1.3476,1.4151,0.023
1.3727,,
1.3978,1.487,0.0187
1.423,1.4694,0.0587
1.4482,1.4505,0.0636
1.4734,1.5025,0.0124
1.4987,1.4682,0.0422
1.524,1.5366,0.026
1.549,1.571,0.0042
1.5747,1.526,0.0446
1.6001,1.5682,0.052
1.491,1.5087,0.0061
1.552,1.5264,0.0066
1.615,1.5513,0.0038
1.675,1.5723,0.0054
1.735,1.475,0.0164
1.795,,
1.853,,
1.913,,
1.97,,
2.028,,
2.084,1.6746,0.0038
2.14,1.6618,0.0183
2.196,1.6051,0.0113
2.252,1.5799,0.01
2.306,1.6219,0.0331
2.361,1.6711,0.0004
2.414,1.7087,0.0022
2.466,1.6845,0.0095
2.519,,
2.57,,
