wave,refl,refl_err
0.8289,0.9905,
0.8533,0.9815,
0.8776,0.9874,
0.9021,0.981,
0.9265,0.9779,
0.951,0.9625,
0.9755,0.9536,
1.0001,0.9536,
1.0247,0.9557,
1.0493,0.945,
1.074,0.9398,
1.0987,0.9291,
1.1234,0.9322,
1.1482,0.9217,
1.173,0.9213,
1.1978,0.9172,
1.2227,0.9145,
1.2476,0.9227,
1.2726,0.923,
1.2976,0.9215,
1.3226,0.9201,
1.3476,0.9156,
1.3727,0.9095,
1.3978,,
1.423,,
1.4482,,
1.4734,0.9055,
1.4987,0.901,
1.524,0.9052,
1.549,0.9034,
1.5747,0.9066,
1.6001,0.9179,
1.491,0.9056,
1.552,0.9056,
1.615,0.9037,
1.675,0.9097,
1.735,0.9047,
1.795,0.8958,
1.853,,
1.913,,
1.97,,
2.028,0.8943,
2.084,0.8864,
2.14,0.8922,
2.196,0.8884,
2.252,0.8864,
2.306,0.8821,
2.361,0.8755,
2.414,0.8742,
2.466,0.8688,
2.519,0.8635,
2.57,0.8579,
