wave,refl,refl_err
0.8289,1.0954,0.0038
0.8533,1.0965,0.0274
0.8776,1.1046,0.0204
0.9021,1.142,0.0291
0.9265,1.1263,0.0015
0.951,1.154,0.0053
0.9755,1.1585,0.007
1.0001,1.1708,0.0072
1.0247,1.189,0.0154
1.0493,1.201,0.0001
1.074,1.213,0.0011
1.0987,,
1.1234,1.2243,0.0177
1.1482,1.2332,0.012
1.173,1.2449,0.0101
1.1978,1.2415,0.0127
1.2227,1.2508,0.0085
1.2476,1.2615,0.0031
1.2726,1.2407,0.0059
1.2976,1.2601,0.02
1.3226,1.2569,0.0285
1.3476,,
1.3727,,
1.3978,,
1.423,,
1.4482,,
1.4734,1.3176,0.0056
1.4987,1.3411,0.0172
1.524,1.3298,0.0076
1.549,1.3487,0.0059
1.5747,1.3623,0.0135
1.6001,1.3476,0.0194
1.491,1.3457,0.0029
1.552,1.339,0.0012
1.615,1.356,0.0041
1.675,1.3823,0.0045
1.735,1.3858,0.0103
1.795,1.3878,0.0068
1.853,,
1.913,,
1.97,1.3986,0.0018
2.028,1.4029,0.0033
2.084,1.3971,0.0086
2.14,1.4143,0.0043
2.196,1.424,0.0002
2.252,1.4188,0.0005
2.306,1.4061,0.0037
2.361,1.4198,0.0102
2.414,1.4256,0.0046
2.466,1.4347,0.0047
2.519,,
2.57,,
