wave,refl,refl_err
0.8289,,
0.8533,1.2191,0.0033
0.8776,1.1576,0.0607
0.9021,1.1793,0.0636
0.9265,1.0628,0.0461
0.951,1.1752,0.1012
0.9755,1.1809,0.0481
1.0001,1.1376,0.0562
1.0247,1.0017,0.0251
1.0493,1.065,0.0214
1.074,1.1495,0.0178
1.0987,1.1608,0.0565
1.1234,1.0213,0.0588
1.1482,1.1588,0.0892
1.173,1.1927,0.0576
1.1978,1.2032,0.066
1.2227,1.2972,0.1521
1.2476,1.3374,0.0808
1.2726,1.2715,0.1561
1.2976,1.4309,0.1105
1.3226,1.1545,0.0488
1.3476,1.3693,0.0692
1.3727,1.524,0.1208
1.3978,1.2914,0.2073
1.423,1.6844,0.298
1.4482,2.6051,0.2753
1.4734,1.407,0.4206
1.4987,1.4332,0.093
1.524,1.3497,0.0959
1.549,1.3179,0.1152
1.5747,1.5358,0.1586
1.6001,1.3966,0.2452
1.491,1.4375,0.695
1.552,1.3815,0.0475
1.615,1.3944,0.1358
1.675,1.4028,0.0296
1.735,1.4484,0.0079
1.795,1.3757,0.0243
1.853,1.4716,0.0588
1.913,1.4155,0.1599
1.97,1.3644,0.1518
2.028,1.4033,0.1108
2.084,1.3557,0.0415
2.14,1.3641,0.0213
2.196,1.413,0.0314
2.252,1.4797,0.0375
2.306,1.3377,0.0016
2.361,1.3939,0.0521
2.414,1.4188,0.0477
2.466,1.4383,0.0891
2.519,,
2.57,,
