wave,refl,refl_err
0.8289,1.1308,
0.8533,1.1169,
0.8776,1.1161,
0.9021,1.1012,
0.9265,1.0832,
0.951,,
0.9755,1.0809,
1.0001,,
1.0247,1.0866,
1.0493,1.0796,
1.074,1.0937,
1.0987,1.1103,
1.1234,1.1207,
1.1482,1.161,
1.173,1.1716,
1.1978,1.1828,
1.2227,1.1986,
1.2476,1.2136,
1.2726,1.2362,
1.2976,1.2452,
1.3226,1.2691,
1.3476,1.2557,
1.3727,1.2659,
1.3978,1.3227,
1.423,1.3357,
1.4482,1.3462,
1.4734,1.3574,
1.4987,1.3859,
1.524,1.3786,
1.549,1.3951,
1.5747,1.4122,
1.6001,1.4187,
1.491,,
1.552,1.3981,
1.615,1.4002,
1.675,1.3949,
1.735,1.399,
1.795,1.3747,
1.853,1.3443,
1.913,1.3391,
1.97,1.3604,
2.028,1.3592,
2.084,1.3687,
2.14,1.3662,
2.196,1.3948,
2.252,1.3878,
2.306,1.4013,
2.361,1.4037,
2.414,1.3878,
2.466,1.3744,
2.519,1.3587,
2.57,1.3245,
