wave,refl,refl_err
0.8289,1.0814,0.0138
0.8533,1.0731,0.0171
0.8776,1.0671,0.0099
0.9021,1.0519,0.0171
0.9265,1.061,0.019
0.951,1.057,0.0155
0.9755,1.0757,0.01
1.0001,1.0989,0.0102
1.0247,1.0676,0.017
1.0493,1.0859,0.0149
1.074,1.104,0.011
1.0987,1.1155,0.011
1.1234,1.1146,0.0392
1.1482,1.167,0.0098
1.173,1.1133,0.0747
1.1978,1.1646,0.013
1.2227,1.1902,0.015
1.2476,1.211,0.017
1.2726,1.2109,0.0155
1.2976,1.2407,0.018
1.3226,1.241,0.0293
1.3476,1.2365,0.0168
1.3727,1.2599,0.0125
1.3978,1.301,0.025
1.423,1.2621,0.0177
1.4482,1.2924,0.0219
1.4734,1.3308,0.0097
1.4987,1.311,0.0115
1.524,1.3137,0.0124
1.549,1.3267,0.0094
1.5747,1.3578,0.0158
1.6001,1.3407,0.0112
1.491,1.338,0.0121
1.552,1.3174,0.0268
1.615,1.3346,0.0053
1.675,1.3122,0.0133
1.735,1.2945,0.0017
1.795,1.2816,0.0041
1.853,1.2642,0.0033
1.913,1.2584,0.008
1.97,1.2637,0.014
2.028,1.279,0.0054
2.084,1.3187,0.0045
2.14,1.3178,0.0175
2.196,1.338,0.0061
2.252,1.3199,0.0071
2.306,1.3247,0.0101
2.361,1.3384,0.0284
2.414,1.3635,0.0258
2.466,1.3522,0.0273
2.519,1.3746,0.0033
2.57,1.47,0.0111
