wave,refl,refl_err
0.8289,0.9821,0.0085
0.8533,0.9817,0.0116
0.8776,0.9814,0.0145
0.9021,0.9831,0.0069
0.9265,0.9649,0.0003
0.951,0.967,0.0046
0.9755,0.9691,0.0051
1.0001,0.9663,0.0046
1.0247,0.9746,0.0043
1.0493,0.9642,0.001
1.074,0.979,0.0041
1.0987,0.9834,0.0022
1.1234,0.9611,0.0014
1.1482,0.9768,0.0008
1.173,0.9666,0.007
1.1978,0.9659,0.0056
1.2227,0.9601,0.0023
1.2476,0.9592,0.0043
1.2726,0.9679,0.0009
1.2976,0.9746,0.0029
1.3226,0.9706,0.0074
1.3476,0.9812,0.0059
1.3727,0.9772,0.007
1.3978,0.9729,0.0001
1.423,0.986,0.0036
1.4482,0.9865,0.0021
1.4734,0.9915,0.0017
1.4987,0.993,0.0082
1.524,1.005,0.0016
1.549,1.0122,0.0042
1.5747,1.003,0.0016
1.6001,1.0133,0.0039
1.491,1.0051,
1.552,0.9989,
1.615,1.0054,
1.675,1.022,
1.735,1.0222,
1.795,1.0216,
1.853,1.0222,
1.913,1.0393,
1.97,1.0408,
2.028,1.0515,
2.084,1.0701,
2.14,1.0844,
2.196,1.0865,
2.252,1.0911,
2.306,1.0708,
2.361,1.0879,
2.414,1.099,
2.466,1.0977,
2.519,1.1003,
2.57,1.0575,
