wave,refl,refl_err
0.8289,0.9378,0.0042
0.8533,0.8744,0.0037
0.8776,0.8137,0.0033
0.9021,0.7685,0.0061
0.9265,0.7513,0.0054
0.951,0.767,0.0023
0.9755,0.7995,0.0026
1.0001,0.8544,0.0049
1.0247,0.9301,0.0046
1.0493,0.9952,0.0014
1.074,1.0497,0.0054
1.0987,1.0863,0.0081
1.1234,1.1176,0.0086
1.1482,1.1396,0.0058
1.173,1.1481,0.0051
1.1978,1.1529,0.0064
1.2227,1.1613,0.0063
1.2476,1.1695,0.0045
1.2726,1.18,0.0022
1.2976,1.1877,0.0012
1.3226,1.1939,0.0006
1.3476,1.2052,0.0045
1.3727,1.2235,0.009
1.3978,1.2304,0.0139
1.423,1.2228,0.0094
1.4482,1.2094,0.0057
1.4734,1.1989,0.0032
1.4987,1.1838,0.0018
1.524,1.1742,0.0019
1.549,1.1586,0.0007
1.5747,1.1323,0.0012
1.6001,1.1118,0.0005
1.491,1.1974,0.0005
1.552,1.1478,0.0012
1.615,1.1001,0.0034
1.675,1.0497,0.0011
1.735,1.004,0.0001
1.795,0.9708,0.0001
1.853,0.9514,0.0033
1.913,0.9258,0.0004
1.97,0.917,0.0017
2.028,0.9223,0.0021
2.084,0.944,0.0039
2.14,0.9817,0.0064
2.196,1.019,0.0065
2.252,1.057,0.0076
2.306,1.0878,0.003
2.361,1.1185,0.0078
2.414,1.1496,0.0049
2.466,1.1843,0.0033
2.519,1.1983,0.0031
2.57,1.2435,0.0029
