wave,refl,refl_err
0.8289,1.0506,0.018
0.8533,1.0792,0.0045
0.8776,1.0701,0.0181
0.9021,1.0255,0.032
0.9265,1.0608,0.0217
0.951,1.0464,0.0163
0.9755,1.1147,0.0178
1.0001,1.097,0.0006
1.0247,1.0939,0.0062
1.0493,1.1062,0.0148
1.074,1.0917,0.0003
1.0987,1.0958,0.0105
1.1234,1.1503,0.0005
1.1482,1.0979,0.0082
1.173,1.1181,0.0163
1.1978,1.1169,0.0139
1.2227,1.1162,0.0159
1.2476,1.1011,0.0145
1.2726,1.1289,0.0252
1.2976,1.102,0.0282
1.3226,1.1035,0.0246
1.3476,1.1008,0.0015
1.3727,1.1581,0.0468
1.3978,1.1259,0.005
1.423,1.1088,0.0344
1.4482,1.0918,0.0142
1.4734,1.1345,0.0186
1.4987,1.1055,0.025
1.524,1.1226,0.0339
1.549,1.1334,0.0035
1.5747,1.144,0.0242
1.6001,1.1447,0.0189
1.491,1.1336,0.0085
1.552,1.1304,0.0005
1.615,1.126,0.0078
1.675,1.1377,0.009
1.735,1.1133,0.0083
1.795,1.1083,0.0145
1.853,1.0936,0.0118
1.913,1.1081,0.0061
1.97,1.1319,0.0042
2.028,1.1347,0.006
2.084,1.1476,0.0068
2.14,1.1428,0.0043
2.196,1.1183,0.0025
2.252,1.1507,0.0094
2.306,1.1552,0.0074
2.361,1.1295,0.0078
2.414,1.1302,0.0308
2.466,1.1028,0.0322
2.519,,
2.57,,
