wave,refl,refl_err
0.8289,1.0,0.0109
0.8533,1.01,0.0104
0.8776,0.984,0.0168
0.9021,0.9969,0.0189
0.9265,1.0009,0.0028
0.951,1.0053,0.0093
0.9755,1.0156,0.0074
1.0001,0.9995,0.0042
1.0247,1.0194,0.0066
1.0493,1.0262,0.0036
1.074,1.0108,0.0094
1.0987,1.0181,0.008
1.1234,1.0298,0.0049
1.1482,1.0136,0.0075
1.173,1.0163,0.0108
1.1978,1.0217,0.0088
1.2227,1.0213,0.0062
1.2476,1.0428,0.011
1.2726,1.0436,0.0074
1.2976,1.0379,0.004
1.3226,1.0354,0.0031
1.3476,1.0475,0.0071
1.3727,1.0488,0.0229
1.3978,1.0553,0.0233
1.423,1.0627,0.017
1.4482,1.0637,0.0081
1.4734,1.0683,0.0032
1.4987,1.0743,0.0058
1.524,1.0848,0.0019
1.549,1.0891,0.0018
1.5747,1.1003,0.0044
1.6001,1.1018,0.0032
1.491,1.0696,0.0037
1.552,1.0844,0.0047
1.615,1.1004,0.0046
1.675,1.0981,0.0093
1.735,1.1078,0.0035
1.795,1.1181,0.0061
1.853,1.1138,0.0262
1.913,1.1316,0.0153
1.97,1.1422,0.0097
2.028,1.1594,0.007
2.084,1.1769,0.0035
2.14,1.1882,0.0075
2.196,1.205,0.0075
2.252,1.2081,0.0072
2.306,1.2045,0.0111
2.361,1.219,0.0117
2.414,1.2254,0.0102
2.466,1.2283,0.0091
2.519,1.2186,0.0173
2.57,1.2436,0.0266
