wave,refl,refl_err
0.8289,,
0.8533,1.1047,0.0122
0.8776,1.0753,0.0827
0.9021,0.9618,0.0209
0.9265,0.8956,0.0641
0.951,1.0936,0.0506
0.9755,0.9782,0.0301
1.0001,1.0411,0.0275
1.0247,1.0326,0.0367
1.0493,1.0103,0.0305
1.074,1.0213,0.0381
1.0987,1.0248,0.0113
1.1234,1.052,0.0323
1.1482,0.9902,0.0301
1.173,1.0646,0.0231
1.1978,1.0628,0.0388
1.2227,1.0321,0.0816
1.2476,1.0494,0.012
1.2726,0.9764,0.0108
1.2976,0.9987,0.054
1.3226,1.0436,0.0223
1.3476,0.9968,0.0733
1.3727,1.0014,0.1237
1.3978,1.0876,0.0214
1.423,1.0345,0.0543
1.4482,1.0396,0.0524
1.4734,1.0461,0.0402
1.4987,0.9883,0.0288
1.524,1.0463,0.0177
1.549,1.0654,0.0427
1.5747,1.0804,0.0418
1.6001,1.0183,0.0228
1.491,1.0288,0.0266
1.552,1.0411,0.0069
1.615,1.0389,0.0049
1.675,1.0246,0.015
1.735,1.04,0.0041
1.795,1.0617,0.0371
1.853,1.0991,0.0595
1.913,1.0506,0.0498
1.97,1.1251,0.0456
2.028,1.1369,0.0527
2.084,1.114,0.0047
2.14,1.1617,0.044
2.196,1.1496,0.0535
2.252,1.1316,0.0044
2.306,1.1446,0.0134
2.361,1.1396,0.0335
2.414,1.1657,0.042
2.466,1.1494,0.0906
2.519,,
2.57,,
