wave,refl,refl_err
0.8289,1.2054,
0.8533,1.1696,
0.8776,1.1104,
0.9021,1.0764,
0.9265,1.0936,
0.951,1.1172,
0.9755,1.1357,
1.0001,1.1806,
1.0247,1.2117,
1.0493,,
1.074,1.2467,
1.0987,1.2528,
1.1234,1.2695,
1.1482,1.2656,
1.173,1.2635,
1.1978,1.2676,
1.2227,1.2688,
1.2476,1.2755,
1.2726,1.2816,
1.2976,1.289,
1.3226,1.2758,
1.3476,1.3127,
1.3727,1.2947,
1.3978,1.3244,
1.423,1.3205,
1.4482,1.2542,
1.4734,1.2926,
1.4987,1.3088,
1.524,1.2934,
1.549,1.3412,
1.5747,1.2639,
1.6001,1.3094,
1.491,1.3217,
1.552,1.2871,
1.615,1.277,
1.675,1.2808,
1.735,1.2503,
1.795,1.2341,
1.853,,
1.913,,
1.97,1.2158,
2.028,1.2345,
2.084,1.232,
2.14,1.2493,
2.196,1.2866,
2.252,1.2674,
2.306,1.2661,
2.361,1.281,
2.414,1.2747,
2.466,1.2574,
2.519,1.292,
2.57,,
