wave,refl,refl_err
0.8289,1.2112,0.0021
0.8533,1.1796,0.012
0.8776,1.146,0.0027
0.9021,1.1308,0.0049
0.9265,1.0882,0.0029
0.951,1.074,0.0051
0.9755,1.0512,0.01
1.0001,1.0702,0.0012
1.0247,1.0916,0.0031
1.0493,1.1011,0.0074
1.074,1.1282,0.0125
1.0987,1.1545,0.0056
1.1234,1.1882,0.0089
1.1482,1.196,0.0073
1.173,1.2349,0.0073
1.1978,1.2643,0.0133
1.2227,1.2773,0.0028
1.2476,1.2796,0.0317
1.2726,1.3176,0.0153
1.2976,1.332,0.0109
1.3226,1.355,0.0008
1.3476,1.3494,0.0222
1.3727,1.3723,0.017
1.3978,1.376,0.0196
1.423,1.4222,0.0239
1.4482,1.4928,0.0443
1.4734,1.481,0.0197
1.4987,1.4753,0.0372
1.524,1.5006,0.0303
1.549,1.4924,0.0186
1.5747,1.536,0.0122
1.6001,1.5474,0.0155
1.491,1.4722,0.0014
1.552,1.5301,0.002
1.615,1.5283,0.0006
1.675,1.5325,0.0093
1.735,1.5194,0.0018
1.795,1.4983,0.0013
1.853,1.5002,0.0037
1.913,1.4947,0.0008
1.97,1.4599,0.0016
2.028,1.4483,0.0118
2.084,1.4313,0.0156
2.14,1.4573,0.0116
2.196,1.4808,0.0179
2.252,1.472,0.0089
2.306,1.4819,0.0018
2.361,1.4893,0.0067
2.414,1.4815,0.0014
2.466,1.4889,0.0042
2.519,1.4862,0.0038
2.57,1.5196,0.0523
