0.8289 2.5  1.1389  1065
0.8533 2.5  1.2246   458
0.8776 2.5  1.3027   629
0.9021 2.5  1.2307   877
0.9265 2.5 -0.9999 -9999
0.9510 2.5  1.3397    26
0.9755 2.5  1.3166   301
1.0001 2.5  1.4616   238
1.0247 2.5  1.4443   497
1.0493 2.5  1.3754   358
1.0740 2.5  1.4046   395
1.0987 2.5  1.4353   324
1.1234 2.5  1.4317     5
1.1482 2.5  1.3843   120
1.1730 2.5  1.4291   373
1.1978 2.5  1.5030   121
1.2227 2.5  1.4925   479
1.2476 2.5  1.4120   376
1.2726 2.5  1.5310   128
1.2976 2.5  1.5460   790
1.3226 2.5  1.5385   381
1.3476 2.5  1.4151   230
1.3727 2.5 -0.9999 -9999
1.3978 2.5  1.4870   187
1.4230 2.5  1.4694   587
1.4482 2.5  1.4505   636
1.4734 2.5  1.5025   124
1.4910 5.0  1.5087    61
1.4987 2.5  1.4682   422
1.5240 2.5  1.5366   260
1.5490 2.5  1.5710    42
1.5520 5.0  1.5264    66
1.5747 2.5  1.5260   446
1.6001 2.5  1.5682   520
1.6150 5.0  1.5513    38
1.6750 5.0  1.5723    54
1.7350 5.0  1.4750   164
1.7950 5.0 -0.9999 -9999
1.8530 5.0 -0.9999 -9999
1.9130 5.0 -0.9999 -9999
1.9700 5.0 -0.9999 -9999
2.0280 5.0 -0.9999 -9999
2.0840 5.0  1.6746    38
2.1400 5.0  1.6618   183
2.1960 5.0  1.6051   113
2.2520 5.0  1.5799   100
2.3060 5.0  1.6219   331
2.3610 5.0  1.6711     4
2.4140 5.0  1.7087    22
2.4660 5.0  1.6845    95
2.5190 5.0 -0.9999 -9999
2.5700 5.0 -0.9999 -9999
